A0109386, GREENHILL SCHOOL, Private, (972) 628-5400, PK, 12, 75001
483039000567, MOSS EL, Public, (972) 882-7130, KG, 6, 75149
483039003415, RUGEL EL, Public, (972) 882-7260, KG, 6, 75149
483039003416, RUTHERFORD EL, Public, (972) 290-4060, KG, 5, 75149
483039003417, SEABOURN EL, Public, (972) 882-7040, PK, 6, 75149
483039007860, SMITH EL, Public, (972) 882-7080, KG, 5, 75149
483039003419, TISINGER EL, Public, (972) 882-5120, PK, 5, 75149
483039003422, WEST MESQUITE H S, Public, (972) 882-7600, 9, 12, 75149
483039003423, WILKINSON MIDDLE, Public, (972) 882-5950, 6, 8, 75149
A0771740, C P PREPARATORY SCHOOL, Private, (214) 577-4368, PK, 2, 75149
A9707990, LITTLE RED SCHOOLHOUSE, Private, (972) 285-3962, PK, 3, 75149
483039006755, AUSTIN EL, Public, (972) 882-7220, KG, 6, 75150
483039005778, BEASLEY EL, Public, (972) 882-5160, PK, 6, 75150
483039006583, CANNADAY EL, Public, (972) 882-5060, PK, 6, 75150
483039003403, FLORENCE EL, Public, (972) 290-4080, PK, 6, 75150
483039006144, KIMBALL EL, Public, (972) 290-4120, KG, 6, 75150
483039003695, KIMBROUGH MIDDLE, Public, (972) 882-5900, 7, 8, 75150
481623010566, LARRY G SMITH EL, Public, (972) 502-4800, PK, 5, 75150
483039003408, LAWRENCE EL, Public, (972) 882-7000, PK, 6, 75150
483039003409, MCDONALD MIDDLE, Public, (972) 882-5700, 7, 8, 75150
483039005551, MCKENZIE EL, Public, (972) 882-5140, KG, 6, 75150
483039006973, MESQUITE ACADEMY, Public, (972) 882-7570, 9, 12, 75150
483039003412, MOTLEY EL, Public, (972) 882-5080, KG, 6, 75150
483039003413, NORTH MESQUITE H S, Public, (972) 882-7900, 9, 12, 75150
483039005552, PORTER EL, Public, (972) 290-4000, PK, 6, 75150
483039006301, POTEET H S, Public, (972) 882-5300, 9, 12, 75150
483039003414, RANGE EL, Public, (972) 882-5180, KG, 6, 75150
483039003418, SHANDS EL, Public, (972) 290-4020, KG, 6, 75150
483039005898, SHAW EL, Public, (972) 882-7060, KG, 6, 75150
483039003420, TOSCH EL, Public, (972) 882-5000, KG, 6, 75150
483039003421, VANSTON MIDDLE, Public, (972) 882-5801, 7, 8, 75150
A9904200, DALLAS CHRISTIAN SCHOOL, Private, (972) 270-5485, PK, 12, 75150
480022509002, CORSICANA RESIDENTIAL TREATMENT CENTER, Public, (903) 875-3200, 6, 12, 75151
483411003793, PALMER EL, Public, (972) 449-3132, PK, 3, 75152
483411003794, PALMER H S, Public, (972) 449-3487, 9, 12, 75152
483411006595, PALMER MIDDLE, Public, (972) 449-3319, 4, 8, 75152
481686011474, CURTISTENE S MCCOWAN MIDDLE, Public, (972) 274-8090, 6, 8, 75154
483666008541, D A E P, Public, (972) 617-5895, KG, 12, 75154
483666003774, EASTRIDGE EL, Public, (972) 617-2266, KG, 4, 75154
481686006535, FRANK D MOATES EL, Public, (972) 230-2881, PK, 5, 75154
483666004105, RED OAK EL, Public, (972) 617-3523, PK, 4, 75154
483666004106, RED OAK H S, Public, (972) 617-3535, 9, 12, 75154
483666006312, RED OAK INT, Public, (972) 617-2685, 5, 8, 75154
483666004107, RED OAK J H, Public, (972) 617-0066, 7, 9, 75154
483666005800, SHIELDS EL, Public, (972) 223-1499, KG, 4, 75154
483666006164, WOODEN EL, Public, (972) 617-2977, PK, 4, 75154
A9504127, OVILLA CHRISTIAN SCHOOL, Private, (972) 617-1177, PK, 12, 75154
483696004114, RICE EL, Public, (903) 326-4151, PK, 2, 75155
483696008005, RICE H S, Public, (903) 326-4502, 9, 12, 75155
483696012619, RICE INTERMEDIATE/MIDDLE SCHOOL, Public, (903) 326-4190, 3, 8, 75155
A9300970, LAKE POINTE CHRISTIAN ACADEMY, Private, (903) 887-5429, PK, 12, 75156
A9504132, PAYNE SPRINGS CHRISTIAN ACADEMY, Private, (903) 451-9282, PK, 12, 75156
483957010873, SCURRY-ROSSER ALTER, Public, (972) 452-8823, N ,N ,75158
483957004496, SCURRY-ROSSER EL, Public, (972) 452-8823, PK, 4, 75158
483957004497, SCURRY-ROSSER H S, Public, (972) 452-8823, 9, 12, 75158
483957006174, SCURRY-ROSSER MIDDLE, Public, (972) 452-8823, 5, 8, 75158
481623001233, CENTRAL ELEMENTARY SCHOOL, Public, (972) 749-6800, 3, 5, 75159
481623001351, SEAGOVILLE EL, Public, (972) 892-7900, PK, 2, 75159
484245007016, DR BRUCE WOOD EL, Public, (972) 563-3750, 3, 6, 75160
484245004843, HERMAN FURLOUGH JR MIDDLE, Public, (972) 563-7501, 7, 8, 75160
484245004842, J W LONG EL, Public, (972) 563-1448, 3, 6, 75160
484245004839, KENNEDY EL, Public, (972) 563-1443, 1, 2, 75160
484245012620, TERRELL ALTERNATIVE EDUCATION CENTER/PHOENIX SCH, Public, (972) 563-6319, 9, 12, 75160
484245004841, TERRELL H S, Public, (972) 563-7525, 9, 12, 75160
484245005604, TISD CHILD & ADOLESCENT SCHOOL, Public, (972) 551-8960, 1, 12, 75160
484245004840, W H BURNETT EL, Public, (972) 563-1452, PK, KG, 75160
A9707957, FIRST PRESBYTERIAN CHURCH KINDERGARTEN, Private, (972) 563-3562, PK, KG, 75160
A9707906, METHODIST DAY SCHOOL, Private, (972) 563-6274, PK, KG, 75160
A0503460, POETRY COMMUNITY CHRISTIAN SCHOOL, Private, (972) 563-7227, KG, 12, 75160
484317004904, TRINIDAD SCHOOL, Public, (903) 778-2415, PK, 12, 75163
484473006494, DUNAWAY EL, Public, (972) 923-4646, PK, 5, 75165
484473005093, EDDIE FINLEY SR SEVENTH GRADE CENTER, Public, (972) 923-4680, 7, 8, 75165
484473011560, MARGARET L FELTY EL, Public, (972) 923-4616, KG, 5, 75165
484473008542, MARVIN ELEMENTARY, Public, (972) 923-4670, PK, KG, 75165
484473005092, NORTHSIDE EL, Public, (972) 923-4610, 1, 5, 75165
484473012617, OLIVER E CLIFT EL, Public, (972) 923-4631, N ,N ,75165
484473011480, OLIVER E CLIFT MIDDLE SCHOOL, Public, (972) 923-4720, 6,6,75165
484473011375, ROBBIE E HOWARD EIGHTH GRADE CENTER, Public, (972) 923-4771, 8, 9, 75165
484473006624, SHACKELFORD EL, Public, (972) 923-4666, PK, 5, 75165
484473011211, WAXAHACHIE GLOBAL H S, Public, (972) 923-4761, 9, 12, 75165
484473005095, WAXAHACHIE H S, Public, (972) 923-4600, 9, 12, 75165
484473006943, WAXAHACHIE H S OF CHOICE, Public, (972) 923-4758, 10, 12, 75165
484473009222, WAXAHACHIE NINTH GRADE ACADEMY, Public, (972) 923-4780, 9, 10, 75165
484473008206, WEDGEWORTH EL, Public, (972) 923-4640, 1, 5, 75165
A0990115, FIRST CHRISTIAN DAY SCHOOL, Private, (972) 937-1952, PK, 12, 75165
A9304083, ST JOSEPH CATHOLIC SCHOOL, Private, (972) 937-0956, PK, 8, 75165
A0303159, WAXAHACHIE PREPARATORY ACADEMY, Private, (972) 937-0440, KG, 12, 75168
484595006632, EARNEST O WOODS INT, Public, (903) 873-2841, 2, 4, 75169
484595005231, WILLS POINT H S, Public, (903) 873-2371, 9, 12, 75169
484595008070, WILLS POINT J H, Public, (903) 873-4924, 7, 8, 75169
484595005232, WILLS POINT MIDDLE, Public, (903) 873-3617, 5, 6, 75169
484595005230, WILLS POINT PRI, Public, (903) 873-2491, PK, 1, 75169
A0903543, LIGHTHOUSE CHRISTIAN ACADEMY, Private, (903) 873-2440, KG, 11, 75169
481485010523, CADDO MILLS, Public, (972) 843-8400, N ,N ,75173
481485008496, COLLIN CO J J A E P, Public, (972) 843-8400, 8,8,75173
481485000987, COMMUNITY H S, Public, (972) 843-8414, 9, 12, 75173
481485005856, COMMUNITY MIDDLE, Public, (972) 843-8411, 6, 8, 75173
481485000986, MCCLENDON EL, Public, (972) 843-8409, PK, 5, 75173
481485012184, NESMITH EL, Public, (972) 843-8620, KG, 5, 75173
481485010524, PLANO SPECIAL SERVICES, Public, (972) 843-8400, N ,N ,75173
481485012628, SERENITY HIGH, Public, (972) 843-8400, N ,N ,75173
483039008192, GRAY EL, Public, (972) 882-7280, PK, 6, 75180
483039003406, HODGES EL, Public, (972) 290-4040, PK, 6, 75180
483039010601, MACKEY EL, Public, (972) 290-4160, KG, 5, 75180
01615476, BALCH SPRINGS CHRISTIAN ACADEMY, Private, (972) 286-8511, KG, 12, 75180
483039012089, ACHZIGER EL, Public, (972) 290-4180, PK, 5, 75181
483039007579, BERRY MIDDLE, Public, (972) 882-5850, 6, 8, 75181
483039009574, GENTRY EL, Public, (972) 290-4140, PK, 6, 75181
483039008764, HORN H S, Public, (972) 882-5200, 9, 12, 75181
483039006449, NEW MIDDLE, Public, (972) 882-5600, 6, 8, 75181
483039006450, PIRRUNG EL, Public, (972) 882-7170, PK, 5, 75181
483039011201, TERRY MIDDLE, Public, (972) 882-5650, 6, 8, 75181
483039006972, THOMPSON EL, Public, (972) 882-7190, KG, 5, 75181
484188010604, COMMUNITY EDUCATION PARTNERSHIP, Public, (972) 226-7601, N ,N ,75182
484188004775, SUNNYVALE EL, Public, (972) 266-7601, PK, 4, 75182
484188011997, SUNNYVALE H S, Public, (972) 203-4600, 9, 12, 75182
484188011203, SUNNYVALE MIDDLE, Public, (972) 226-2922, 5, 8, 75182
A9503944, CALVARY TEMPLE CHRISTIAN ACADEMY, Private, (972) 286-4935, KG, 12, 75185
483822009370, ANITA SCOTT EL, Public, (972) 636-3300, PK, 4, 75189
483822004267, DAVIS EL, Public, (972) 636-9549, PK, 4, 75189
483822012391, HARRY H HERNDON, Public, (469) 721-8101, 5, 6, 75189
483822008900, HH BROWNING ALTERNATIVE LEARNING CENTER, Public, (972) 635-2789, 10, 12, 75189
483822011545, MISS MAY VERNON EL, Public, (972) 635-5006, PK, 4, 75189
483822004268, ROYSE CITY H S, Public, (972) 636-9991, 9, 12, 75189
483822006471, ROYSE CITY MIDDLE, Public, (972) 636-9544, 7, 8, 75189
483822012115, RUTH CHERRY INT, Public, (972) 636-3301, 5, 6, 75189
483822011002, W R (BILL) FORT EL, Public, (972) 636-3304, PK, 4, 75189
481623001242, BOOKER T WASHINGTON SPVA MAGNET, Public, (972) 925-1200, 9, 12, 75201
481623006391, HOSPITAL/HOMEBOUND, Public, (972) 581-4115, KG, 12, 75201
481623006965, MAYA ANGELOU H S, Public, (972) 749-2263, 6, 12, 75201
480002907561, PEGASUS CHARTER H S, Public, (214) 740-9991, 4, 12, 75201
481623006532, MIDDLE COLLEGE H S, Public, (214) 860-2356, 9, 12, 75202
481623001290, ALBERT SIDNEY JOHNSTON ELEMENTARY SCHOOL, Public, (972) 925-7400, PK, 5, 75203
481623010578, FELIX G BOTELLO ELEMENTARY SCHOOL, Public, (972) 502-4600, PK, 5, 75203
481623001343, FRANKLIN D ROOSEVELT H S, Public, (972) 925-6800, 9, 12, 75203
481623010563, HECTOR P GARCIA MIDDLE SCHOOL, Public, (972) 502-5500, 6, 8, 75203
481623001215, JAMES BOWIE ELEMENTARY SCHOOL, Public, (972) 925-6600, PK, 5, 75203
481623005444, JUDGE BAREFOOT SANDERS LAW MAGNET, Public, (972) 925-5920, 9, 12, 75203
481623001269, N W HARLLEE EL, Public, (972) 925-6500, PK, 5, 75203
481623005441, ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S, Public, (972) 925-5940, 9, 12, 75203
480009312001, SAU CAMPUS, Public, (214) 860-4370, 7, 12, 75203
481623005865, SCHOOL FOR THE TALENTED AND GIFTED, Public, (972) 925-5970, 9, 12, 75203
481623001225, SCHOOL OF BUSINESS AND MANAGEMENT, Public, (972) 925-5920, 9, 12, 75203
481623001273, SCHOOL OF HEALTH PROFESSIONS, Public, (972) 925-5930, 9, 12, 75203
481623003641, SCHOOL OF SCIENCE AND ENGINEERING, Public, (972) 925-5960, 9, 12, 75203
481623001206, W H ADAMSON HIGH SCHOOL, Public, (972) 749-1400, 9, 12, 75203
A9304081, J ERIK JONSSON COMMUNITY SCHOOL, Private, (214) 915-4700, PK, 5, 75203
01329292, SOUTHWEST ADVENTIST JUNIOR ACADEMY, Private, (214) 948-1666, PK, 8, 75203
481623001359, ALEX W SPENCE TALENTED/GIFTED ACADEMY, Public, (972) 925-2300, 6, 8, 75204
481623007571, ANNE FRANK ELEMENTARY SCHOOL, Public, (972) 502-5900, PK, 5, 75204
481623012062, BACHMAN LAKE AREA EL, Public, (972) 794-3546, PK, 6, 75204
481623007572, CESAR CHAVEZ LEARNING CENTER, Public, (972) 925-1000, PK, 5, 75204
480001607239, DALLAS CAN ACADEMY CHARTER, Public, (214) 824-4226, 9, 12, 75204
481623012460, EBBY HALLIDAY EL, Public, (972) 925-3700, N ,N ,75204
481623007569, EDUARDO MATA EL SCHOOL, Public, (972) 749-7500, 4, 5, 75204
481623010572, FRANK GUZICK EL, Public, (972) 502-3900, PK, 5, 75204
481623012472, GEORGE HERBERT WALKER BUSH EL, Public, (972) 925-3700, N ,N ,75204
481623010570, HENRY B GONZALEZ EL, Public, (972) 502-3300, PK, 5, 75204
481623001334, J W RAY LEARNING CENTER, Public, (972) 794-7700, PK, 5, 75204
481623001255, JAMES W FANNIN EL, Public, (972) 794-7800, PK, 3, 75204
481623010574, JERRY R JUNKINS EL, Public, (972) 502-2400, PK, 5, 75204
481623010568, JIMMIE TYLER BRASHEAR EL, Public, (972) 502-2600, PK, 6, 75204
481623012455, KENNEDY-CURRY MIDDLE, Public, (972) 925-3700, N ,N ,75204
481623001324, NORTH DALLAS HIGH SCHOOL, Public, (972) 925-1500, 9, 12, 75204
480028811555, RECONCILIATION ACADEMY, Public, (214) 821-9192, PK, 3, 75204
481623010579, ROY P BENAVIDEZ EL, Public, (972) 794-3546, N ,N ,75204
481623008516, WILLIAM B TRAVIS ACAD/VANGRD FOR ACADEMICALLY TAG, Public, (972) 794-7500, 6, 8, 75204
481623001374, WILLIAM B TRAVIS ACDMY/VNGRD FOR ACADEMICALLY TAG, Public, (972) 794-7500, 4, 5, 75204
481623012474, WILMER-HUTCHINS EL, Public, (972) 925-3700, N ,N ,75204
481623012551, WILMER-HUTCHINS H S, Public, (972) 925-3700, N ,N ,75204
01329485, DALLAS CHRISTIAN ACADEMY, Private, (214) 528-6327, PK, 11, 75204
01932575, NOTRE DAME SCHOOL, Private, (214) 720-3911, Ungraded,Ungraded,75204
A0903625, THE SOUTHERN BAPTIST ACADEMY, Private, (800) 607-1107, KG, 12, 75204
482325002355, ARMSTRONG ELEMENTARY, Public, (214) 780-3100, PK, 4, 75205
481623001318, BEN MILAM EL, Public, (972) 749-5600, PK, 5, 75205
482325002356, BRADFIELD ELEMENTARY, Public, (214) 780-3200, PK, 4, 75205
482325010595, HIGHLAND PARK ALTER ED CTR, Public, (214) 780-3700, N ,N ,75205
482325002357, HIGHLAND PARK HIGH SCHOOL, Public, (214) 780-3700, 9, 12, 75205
482325002359, HIGHLAND PARK MIDDLE SCHOOL, Public, (214) 780-3600, 7, 8, 75205
482325006971, MCCULLOCH INTERMEDIATE SCHOOL, Public, (214) 780-3500, 5, 6, 75205
01328018, HIGHLAND PARK PRESBYTERIAN DAY SCHOOL, Private, (214) 525-6500, PK, 4, 75205
A9504042, THE HILLIER SCHOOL, Private, (214) 525-6600, 1, 8, 75205
481623001288, JAMES B BONHAM EL, Public, (972) 749-5700, PK, 3, 75206
481623007247, JOHN F KENNEDY LEARNING CENTER, Public, (972) 794-7100, PK, 5, 75206
481623001302, ROBERT E LEE ELEMENTARY SCHOOL, Public, (972) 749-7400, PK, 5, 75206
481623001365, STONEWALL JACKSON ELEMENTARY SCHOOL, Public, (972) 749-7200, KG, 5, 75206
480001607847, DALLAS CAN ACADEMY CHARTER-OAK CLIFF, Public, (214) 943-2244, 9, 12, 75208
481623001278, JAMES S HOGG ELEMENTARY SCHOOL, Public, (972) 502-8600, PK, 5, 75208
481623001328, JOHN F PEELER EL, Public, (972) 502-8300, PK, 5, 75208
481623001335, JOHN H REAGAN ELEMENTARY SCHOOL, Public, (972) 502-8200, PK, 5, 75208
480027011188, LA ACADEMIA DE ESTRELLAS, Public, (214) 946-8908, PK, 5, 75208
480010208176, QUEST ACADEMY, Public, (214) 946-5157, 6, 12, 75208
481623001344, ROSEMONT ELEMENTARY SCHOOL, Public, (972) 749-5000, 1, 5, 75208
481623011394, ROSEMONT PRI SCHOOL-CHRIS V SEMOS CAMPUS, Public, (972) 502-3850, PK, 2, 75208
480017808434, SAN ANTONIO CAN H S, Public, (210) 923-1226, 9, 12, 75208
481623001301, SIDNEY LANIER EXPRESSIVE ARTS VANGUARD, Public, (972) 794-4400, PK, 5, 75208
481623001367, SUNSET HIGH SCHOOL, Public, (972) 502-1500, 9, 12, 75208
480009212466, THE SCHOOL OF LIBERAL ARTS AND SCIENCE, Public, (214) 946-9100, PK, 10, 75208
480009208163, TRINITY BASIN PREPARATORY, Public, (214) 942-8846, PK, 8, 75208
481623001266, W E GREINER EXPLORATORY ARTS ACADEMY, Public, (972) 925-7100, 6, 8, 75208
481623001388, WINNETKA EL SCHOOL, Public, (972) 749-5100, PK, 5, 75208
A0702182, AFRICA-CARE ACADEMY, Private, (214) 941-1511, PK, 10, 75208
A9904174, BAILEYS CRADLE & CLASS CHRISTIAN ACADEMY & DAYCARE, Private, (214) 941-5670, PK, KG, 75208
01324385, ST CECILIA CATHOLIC SCHOOL, Private, (214) 948-8628, PK, 8, 75208
A0702287, THE KESSLER SCHOOL, Private, (214) 942-2220, PK, 5, 75208
01328492, TYLER STREET CHRISTIAN ACADEMY, Private, (214) 941-9717, PK, 12, 75208
481623006089, HENRY W LONGFELLOW CAREER EXPLORATION ACADEMY, Public, (972) 749-5400, 6, 8, 75209
481623001332, K B POLK CENTER FOR ACADEMICALLY TALENTED & GIFTED, Public, (972) 794-8900, PK, 5, 75209
481623001386, SUDIE L WILLIAMS ELEMENTARY SCHOOL, Public, (972) 794-8700, PK, 5, 75209
480010212364, WILMER ACADEMY, Public, (214) 521-6365, KG, 8, 75209
A9300892, PROVIDENCE CHRISTIAN SCHOOL OF TEXAS, Private, (214) 302-2800, PK, 8, 75209
A9708044, WESTMINSTER PRESBYTERIAN PRESCHOOL & KINDERGARTEN, Private, (214) 350-6155, PK, KG, 75209
481623010561, IRMA LERMA RANGEL YOUNG WOMEN'S LEADERSHIP SCHOOL, Public, (972) 749-5200, 9, 12, 75210
481623012398, IRMA RANGEL YOUNG WOMENS LEADERSHIP MIDDLE, Public, (972) 749-5200, 6, 8, 75210
481623001338, JOSEPH J RHOADS LEARNING CENTER, Public, (972) 749-1000, PK, 5, 75210
481623001259, JULIA C FRAZIER ELEMENTARY SCHOOL, Public, (972) 925-1900, KG, 3, 75210
481623001325, PAUL L DUNBAR LEARNING CENTER, Public, (972) 794-6600, PK, 5, 75210
481623001291, ANSON JONES EL, Public, (972) 794-4700, PK, 6, 75211
481623001209, ARCADIA PARK EL, Public, (972) 502-5300, PK, 6, 75211
481623010571, ARTURO SALAZAR EL, Public, (972) 502-1800, PK, 6, 75211
481623010577, CELESTINO MAURICIO SOTO JR EL, Public, (972) 502-5100, PK, 6, 75211
481623001262, GEORGE PEABODY ELEMENTARY SCHOOL, Public, (972) 794-5200, PK, 6, 75211
481623001249, L O DONALD EL, Public, (972) 794-5300, PK, 6, 75211
481623001363, L V STOCKARD MIDDLE, Public, (972) 794-5700, 7, 8, 75211
481623001241, LEILA P COWART EL, Public, (972) 794-5500, PK, 6, 75211
481623001268, LENORE KIRK HALL EL, Public, (972) 794-5400, PK, 6, 75211
481623001361, LESLIE A STEMMONS EL, Public, (972) 794-4900, PK, 6, 75211
481623001281, LIDA HOOE ELEMENTARY SCHOOL, Public, (972) 794-6700, PK, 5, 75211
481623007570, LOUISE WOLFF KAHN ELEMENTARY SCHOOL, Public, (972) 502-1400, PK, 6, 75211
481623007252, MARY MCLEOD BETHUNE EL SCHOOL, Public, (972) 502-1300, PK, 6, 75211
481623007565, MOISES E MOLINA H S, Public, (972) 502-1000, 9, 12, 75211
481623001237, NANCY J COCHRAN EL SCHOOL, Public, (972) 794-4600, PK, 6, 75211
481623007566, RAUL QUINTANILLA SR MIDDLE, Public, (972) 502-3200, 7, 8, 75211
481623001362, STEVENS PARK ELEMENTARY SCHOOL, Public, (972) 794-4200, PK, 6, 75211
481623011197, TRINIDAD GARZA EARLY COLLEGE H S AT MOUNTAIN VIEW, Public, (214) 860-3614, 9, 12, 75211
Y9106463, LIGHTHOUSE CHRISTIAN ACADEMY, Private, (214) 339-2207, PK, 6, 75211
A0702251, NEW VISION CHRISTIAN ACADEMY, Private, (214) 333-2147, PK, 8, 75211
A9703387, SANTA CLARA OF ASSISI SCHOOL, Private, (214) 333-9423, PK, 8, 75211
481623001252, AMELIA EARHART LEARNING CENTER, Public, (972) 794-3700, PK, 5, 75212
481623001228, C F CARR ELEMENTARY SCHOOL, Public, (972) 794-4300, PK, 5, 75212
481305007563, CFB CAMPUS DALLAS JJAEP, Public, (214) 637-6136, 7, 11, 75212
481521008766, DALLAS COUNTY JJAEP, Public, (214) 496-6000, 11,11,75212
480009308164, DALLAS COUNTY JUVENILE JUSTICE, Public, (214) 698-4385, 4, 12, 75212
481623005690, DALLAS ENVIRONMENTAL SCIENCE ACADEMY, Public, (972) 794-3950, 6, 8, 75212
480009312248, DRC CAMPUS, Public, (214) 637-6136, 7, 12, 75212
481623021022, ELADIO R MARTINEZ LEARNING CENTER, Public, (972) 794-6900, PK, 5, 75212
481623001208, GABE P ALLEN CHARTER SCHOOL, Public, (972) 794-5100, PK, 5, 75212
481623001230, GEORGE W CARVER LEARNING CENTER, Public, (972) 794-3600, PK, 5, 75212
481623010565, JUVENILE JUSTICE AEP, Public, (214) 637-6136, 5, 12, 75212
481623001331, L G PINKSTON HIGH SCHOOL, Public, (972) 502-2700, 9, 12, 75212
481623005446, LORENZO DE ZAVALA ELEMENTARY SCHOOL, Public, (972) 892-6400, PK, 5, 75212
481764007255, P A S S LEARNING CTR, Public, (214) 637-6136, 7, 12, 75212
482325010596, P A S S LEARNING CTR, Public, (214) 780-3700, N ,N ,75212
483039007578, P A S S LEARNING CTR, Public, (214) 698-4257, 5, 12, 75212
482142007575, P A S S LEARNING CTR, Public, (214) 637-6136, 7, 11, 75212
481623021020, THOMAS A EDISON MIDDLE LEARNING CENTER, Public, (972) 794-4100, 6, 8, 75212
01324363, ST MARY OF CARMEL SCHOOL, Private, (214) 748-2934, PK, 8, 75212
A0303160, WEST DALLAS COMMUNITY SCHOOL, Private, (214) 634-1927, PK, 8, 75212
481623001342, DAN D ROGERS EL, Public, (972) 794-8800, PK, 5, 75214
481623001307, J L LONG MIDDLE, Public, (972) 502-4700, 6, 8, 75214
481623001300, LAKEWOOD EL, Public, (972) 749-7300, PK, 5, 75214
481623001305, WILLIAM LIPSCOMB EL, Public, (972) 794-7300, PK, 5, 75214
481623001387, WOODROW WILSON H S, Public, (972) 502-4400, 9, 12, 75214
01326247, LAKEHILL PREPARATORY, Private, (214) 826-2931, KG, 12, 75214
A0503430, LAKEWOOD MONTESSORI SCHOOL, Private, (214) 821-9466, PK, 6, 75214
01324272, ST THOMAS AQUINAS ELEMENTARY SCHOOL, Private, (214) 826-0566, PK, 8, 75214
01327251, ZION LUTHERAN SCHOOL, Private, (214) 363-1630, PK, 8, 75214
481623011195, BILLY EARL DADE MIDDLE, Public, (972) 925-3700, 6, 8, 75215
481623001339, CHARLES RICE LEARNING CENTER, Public, (972) 749-1100, PK, 5, 75215
481623001234, CITY PARK EL, Public, (972) 794-7600, PK, 5, 75215
481623001267, H S THOMPSON LEARNING CENTER, Public, (972) 502-8900, PK, 6, 75215
481623001311, JAMES MADISON HIGH SCHOOL, Public, (972) 925-2800, 9, 12, 75215
481623001304, LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH, Public, (972) 925-7600, 9, 12, 75215
481623001238, MARTIN LUTHER KING JR LEARNING CENTER, Public, (972) 502-8100, PK, 5, 75215
481623021205, PEARL C ANDERSON MIDDLE LEARNING CENTER, Public, (972) 925-7900, 6, 8, 75215
481623001330, PHILLIS WHEATLEY ELEMENTARY SCHOOL, Public, (972) 749-1300, PK, 3, 75215
480024809521, ST ANTHONY ACADEMY, Public, (214) 421-3645, KG, 5, 75215
480024811778, ST ANTHONY SCHOOL, Public, (214) 421-3645, 6, 8, 75215
A0992060, CORNERSTONE CROSSROADS ACADEMY, Private, (214) 426-3282, 11, 12, 75215
02060341, ST PHILIPS SCHOOL & COMMUNITY CENTER, Private, (214) 421-5221, PK, 6, 75215
481623012569, BARACK OBAMA MALE LEADERSHIP ACAD AT BF DARRELL H, Public, (972) 925-3700, N ,N ,75216
481623012567, BARACK OBAMA MALE LEADERSHIP ACAD AT BF DARRELL MI, Public, (972) 925-3700, N ,N ,75216
481623001366, BOUDE STOREY MIDDLE SCHOOL, Public, (972) 925-8700, 6, 8, 75216
481623001235, CLARA OLIVER ELEMENTARY SCHOOL, Public, (972) 749-3400, PK, 5, 75216
481623001327, ELISHA M PEASE ELEMENTARY SCHOOL, Public, (214) 932-3800, PK, 3, 75216
481623001306, H I HOLLAND EL AT LISBON, Public, (972) 749-1900, PK, 5, 75216
