480789000117, ALLEN H S, Public, (972) 727-0400, 9, 12, 75002
481305005740, RAINWATER EL, Public, (972) 968-2800, KG, 5, 75007
481305005969, ROSEMEADE EL, Public, (972) 968-3000, KG, 5, 75007
481305000809, THOMPSON EL, Public, (972) 968-3400, PK, 5, 75007
AA001188, PRINCE OF PEACE CHRISTIAN SCHOOL, Private, (972) 447-9887, PK, 12, 75007
482730006940, ARBOR CREEK MIDDLE, Public, (469) 713-5971, 6, 8, 75010
482730010618, COYOTE RIDGE EL, Public, (469) 713-5994, PK, 5, 75010
482730008533, CREEK VALLEY MIDDLE SCHOOL, Public, (469) 713-5184, 6, 8, 75010
482730012199, HEBRON 9TH GRADE CENTER, Public, (469) 713-5996, 9,9,75010
482730008195, HEBRON H S, Public, (469) 713-5183, 9, 12, 75010
482730006747, HEBRON VALLEY EL, Public, (469) 713-5182, PK, 5, 75010
482730006138, INDIAN CREEK ELEMENTARY, Public, (469) 713-5180, PK, 5, 75010
482730006981, POLSER ELEMENTARY, Public, (469) 713-5978, PK, 5, 75010
A9300902, CARROLTON CHRISTIAN ACADEMY, Private, (972) 242-6688, PK, 12, 75010
A0903503, CORAM DEO ACADEMY OF CARROLLTON, Private, (800) 465-0561, PK, 9, 75010
A0771829, PRIMROSE SCHOOL OF CASTLE HILLS, Private, (972) 899-2273, PK, KG, 75010
482730008196, FLOWER MOUND H S, Public, (469) 713-5192, 9, 12, 75022
482730009210, LIBERTY ELEMENTARY, Public, (469) 713-5958, PK, 5, 75022
482730007584, MCKAMY MIDDLE, Public, (469) 713-5991, 6, 8, 75022
482730006941, OLD SETTLERS ELEMENTARY, Public, (469) 713-5993, PK, 5, 75022
482730007867, WELLINGTON ELEMENTARY, Public, (469) 713-5989, PK, 5, 75022
A0109380, CORAM DEO ACADEMY, Private, (800) 465-0561, PK, 12, 75022
A0903518, FMCM FLOWER MOUNDS CLASSIC MONTESSORI SCHOOL, Private, (972) 900-2877, PK, KG, 75022
A0903596, PRIMROSE SCHOOL OF WELLINGTON, Private, (972) 691-9595, PK, KG, 75022
482730008767, BLUEBONNET ELEMENTARY, Public, (469) 713-5195, PK, 5, 75028
482730007866, BRIDLEWOOD ELEM, Public, (469) 713-5193, PK, 5, 75028
482730009208, CLAYTON DOWNING MIDDLE SCHOOL, Public, (469) 713-5962, 6, 8, 75028
482730006746, DONALD ELEMENTARY, Public, (469) 713-5198, PK, 5, 75028
482730006137, FLOWER MOUND EL, Public, (469) 713-5955, PK, 5, 75028
482730007585, FOREST VISTA ELEMENTARY, Public, (469) 713-5194, PK, 5, 75028
482730003746, FORESTWOOD MIDDLE, Public, (469) 713-5972, 6, 8, 75028
482730000658, GARDEN RIDGE EL, Public, (469) 713-5956, KG, 5, 75028
482730006440, LAMAR MIDDLE, Public, (469) 713-5966, 6, 8, 75028
482730005770, MARCUS H S, Public, (469) 713-5196, 9, 12, 75028
482730009593, MARJORY VICKERY ELEMENTARY, Public, (469) 713-5969, PK, 5, 75028
482730006982, PRAIRIE TRAIL ELEMENTARY, Public, (469) 713-5980, PK, 5, 75028
482730003074, TIMBER CREEK EL, Public, (469) 713-5961, PK, 5, 75028
A0903512, EXPLORATIONS PREPARATORY SCHOOL, Private, (972) 539-0601, PK, 5, 75028
A0303065, FAITH LUTHERAN DAY SCHOOL, Private, (972) 691-5491, PK, KG, 75028
A0903582, PRIMROSE SCHOOL OF NE FLOWER MOUND, Private, (972) 691-3815, PK, KG, 75028
A0771877, TRIETSCH ENRICHMENT CENTER, Private, (972) 539-6491, PK, KG, 75028
480016312538, CLAY ACADEMY, Public, (214) 467-4143, KG, 6, 75029
480016309583, IQ ACADEMY, Public, (888) 644-4789, 3, 9, 75029
480016312093, ISCHOOL H S, Public, (972) 317-2470, 9, 12, 75029
480016312402, PREMIER H S - NORTH TEXAS JOB CORPS, Public, (972) 316-3663, 9, 12, 75029
480016308378, PREMIER H S OF ABILENE, Public, (325) 698-8111, 6, 12, 75029
480016309350, PREMIER H S OF AUSTIN, Public, (512) 444-8442, 8, 12, 75029
480016308308, PREMIER H S OF BEAUMONT, Public, (409) 835-4303, 6, 12, 75029
480016308136, PREMIER H S OF BROWNSVILLE, Public, (956) 550-0084, 6, 12, 75029
480016308396, PREMIER H S OF DEL RIO, Public, (830) 298-2100, 6, 12, 75029
480016312102, PREMIER H S OF EL PASO, Public, (915) 581-4300, 9, 12, 75029
480016308366, PREMIER H S OF FORT WORTH, Public, (817) 731-2028, 6, 12, 75029
480016312540, PREMIER H S OF GRANBURY, Public, (972) 316-3663, 9, 12, 75029
480016312412, PREMIER H S OF HUNTSVILLE, Public, (936) 291-0203, 7, 12, 75029
480016308404, PREMIER H S OF LAREDO, Public, (956) 723-7788, 9, 12, 75029
480016308327, PREMIER H S OF LUBBOCK, Public, (806) 763-1518, 6, 12, 75029
480016308337, PREMIER H S OF MIDLAND, Public, (432) 682-0384, 6, 12, 75029
480016310815, PREMIER H S OF MISSION, Public, (956) 424-9290, 6, 12, 75029
480016312268, PREMIER H S OF NEW BRAUNFELS, Public, (830) 609-6606, 9, 12, 75029
480016312092, PREMIER H S OF NORTH AUSTIN, Public, (512) 832-0965, 9, 12, 75029
480016311464, PREMIER H S OF PALMVIEW, Public, (956) 584-8458, 6, 12, 75029
480016308282, PREMIER H S OF PHARR/MCALLEN, Public, (956) 781-8800, 5, 12, 75029
480016308110, PREMIER H S OF SAN ANTONIO, Public, (210) 434-6090, 6, 12, 75029
480016312127, PREMIER H S OF SAN JUAN, Public, (956) 961-4721, 6, 12, 75029
480016308357, PREMIER H S OF TYLER, Public, (903) 592-5222, 6, 12, 75029
480016308331, PREMIER H S OF WACO, Public, (254) 752-0441, 6, 12, 75029
480016312415, QUEST MIDDLE OF LEWISVILLE, Public, (972) 316-6700, 6, 8, 75029
480016312539, THE FOUNDATION SCHOOL FOR AUTISM, Public, (972) 316-3663, PK, KG, 75029
480016311503, VISTA ACADEMY OF AMARILLO, Public, (806) 367-5447, KG, 9, 75029
480016312148, VISTA ACADEMY OF CARROLLTON, Public, (972) 245-2900, KG, 5, 75029
480016311553, VISTA ACADEMY OF COPPELL, Public, (972) 242-5864, KG, 5, 75029
480016311421, VISTA ACADEMY OF DALLAS, Public, (214) 792-9331, KG, 6, 75029
480016312215, VISTA ACADEMY OF GARLAND, Public, (972) 840-1100, KG, 7, 75029
480016311536, VISTA ACADEMY OF HICKORY CREEK, Public, (940) 321-1144, KG, 5, 75029
480016308127, VISTA ACADEMY OF HUNTSVILLE, Public, (936) 291-0203, KG, 6, 75029
480016312345, VISTA ACADEMY OF JASPER, Public, (409) 489-9222, KG, 8, 75029
480016312179, VISTA ACADEMY OF WILLIS, Public, (936) 890-0100, KG, 8, 75029
01328867, MONTESSORI EPISCOPAL SCHOOL, Private, (972) 221-3533, PK, 1, 75029
482730006442, B B OWEN EL, Public, (469) 713-5950, PK, 5, 75056
482730003064, CAMEY EL, Public, (469) 713-5951, PK, 5, 75056
482730009211, CASTLE HILLS ELEMENTARY, Public, (469) 713-5952, PK, 5, 75056
482730021023, ETHRIDGE EL, Public, (469) 713-5954, PK, 5, 75056
482730005768, GRIFFIN MIDDLE, Public, (469) 713-5973, 6, 8, 75056
482730011467, INDEPENDENCE EL, Public, (469) 713-5212, PK, 5, 75056
482730011204, KILLIAN MIDDLE SCHOOL, Public, (469) 713-5977, 6, 8, 75056
482730006745, LAKEVIEW MIDDLE, Public, (469) 713-5974, 6, 8, 75056
482730012207, LISD CAREER CENTER #2, Public, (469) 713-5211, 10, 12, 75056
482730003752, MORNINGSIDE ELEM, Public, (469) 713-5970, PK, 5, 75056
482730005536, PETERS COLONY ELEMENTARY, Public, (469) 713-5179, PK, 5, 75056
482730005771, STEWARTS CREEK EL, Public, (469) 713-5960, PK, 5, 75056
482730006291, THE COLONY H S, Public, (469) 713-5178, 9, 12, 75056
482730003065, CENTRAL ELEMENTARY, Public, (469) 713-5976, PK, 5, 75057
482730003066, COLLEGE ST EL, Public, (469) 713-5965, PK, 5, 75057
482730006978, DELAY MIDDLE, Public, (469) 713-5191, 6, 8, 75057
482643021224, CORINTH EL, Public, (940) 497-4010, PK, 5, 75065
482643008201, DENTON CO J J A E P, Public, (940) 898-5840, 9,9,75065
482643002974, LAKE DALLAS EL, Public, (940) 497-2222, PK, 5, 75065
482643002975, LAKE DALLAS H S, Public, (940) 497-4031, 9, 12, 75065
482643002976, LAKE DALLAS MIDDLE, Public, (940) 497-4037, 6, 8, 75065
482643010624, SHADY SHORES EL, Public, (940) 497-4035, PK, 5, 75065
A0903577, PRIMROSE SCHOOL OF HICKORY CREEK, Private, (940) 270-0444, PK, KG, 75065
A0503504, YARDLEY MONTESSORI SCHOOL, Private, (940) 921-0280, PK, 3, 75065
482730010617, CHAPEL HILL ELEMENTARY, Public, (469) 713-5200, N ,N ,75067
482730006880, CREEKSIDE EL, Public, (469) 713-5953, PK, 5, 75067
482730008532, DALE JACKSON CAREER CTR, Public, (469) 713-5186, 10, 12, 75067
482730007865, DENTON CO J J A E P, Public, (940) 349-2400, 7, 12, 75067
480023011976, EXCEL CENTER - LEWISVILLE, Public, (972) 906-5522, 3, 12, 75067
482730003069, HEDRICK EL, Public, (469) 713-5189, PK, 5, 75067
482730003070, HEDRICK MIDDLE SCHOOL, Public, (469) 713-5188, 6, 8, 75067
482730003071, LAKELAND ELEMENTARY, Public, (469) 713-5992, KG, 5, 75067
482730006744, LEARNING CTR, Public, (469) 713-5185, 4, 12, 75067
482730010614, LEGENDS PROPERTY, Public, (469) 713-5200, N ,N ,75067
482730012426, LEWISVILLE 9TH-10TH GRADE CENTER, Public, (469) 713-5200, N ,N ,75067
482730012074, LEWISVILLE EL, Public, (469) 713-5995, PK, 5, 75067
482730003072, LEWISVILLE H S, Public, (469) 713-5190, 9, 12, 75067
482730010619, LILLIE J JACKSON EARLY CHILDHOOD CENTER, Public, (469) 713-5986, PK,PK,75067
482730012277, MARCUS 9TH GRADE CENTER, Public, (469) 713-5200, N ,N ,75067
482730009209, MARSHALL DURHAM MIDDLE SCHOOL, Public, (469) 713-5963, 6, 8, 75067
482730006980, PARKWAY EL, Public, (469) 713-5979, PK, 5, 75067
482730009594, ROCKBROOK EL, Public, (469) 713-5968, PK, 5, 75067
482730010615, SHADOW RIDGE MIDDLE SCHOOL, Public, (469) 713-5984, 6, 8, 75067
482730008197, SOUTHRIDGE ELEMENTARY, Public, (469) 713-5187, PK, 5, 75067
480020208757, WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE), Public, (214) 222-2200, 9, 12, 75067
A9304075, MILLER ADVENTIST CHRISTIAN SCHOOL, Private, (972) 353-3981, PK, 6, 75067
AA001453, TEMPLE CHRISTIAN ACADEMY, Private, (972) 436-3480, PK, 12, 75067
A0903639, WILLOW BEND ACADEMY, Private, (972) 906-9493, 5, 12, 75067
482772009214, CESAR CHAVEZ EL, Public, (972) 294-1670, PK, 4, 75068
482772010625, COLIN POWELL INT, Public, (972) 547-3515, 5, 6, 75068
482772008770, D H BRENT INT, Public, (972) 668-2991, 5, 6, 75068
482772003110, DELILAH KING EARLY LEARNING ACADEMY, Public, (972) 292-1908, PK,PK,75068
482772008202, DENTON CO J J A E P, Public, (972) 292-1847, 9,9,75068
480018708529, EDUCATION CENTER AT LITTLE ELM, Public, (972) 292-3562, KG, 12, 75068
480018708528, EDUCATION CENTER AT THE COLONY, Public, (972) 292-2405, 1, 12, 75068
482772007268, HERSCHEL ZELLARS EL, Public, (972) 292-0720, PK, 4, 75068
482772006443, LAKESIDE J H, Public, (972) 292-3200, 7, 8, 75068
482772010626, LAKEVIEW EL, Public, (972) 547-3575, PK, 4, 75068
482772003111, LITTLE ELM H S, Public, (972) 292-1840, 9, 12, 75068
482772011461, OAK POINT EL, Public, (972) 547-3585, KG, 4, 75068
482001011470, ROBERTSON EL, Public, (469) 633-3675, KG, 5, 75068
480018711443, THE EDUCATION CENTER AT DENTON, Public, (940) 383-1972, KG, 12, 75068
480018711537, THE EDUCATION CENTER IN LEWISVILLE, Public, (972) 221-3564, KG, 12, 75068
482730006977, BRIARHILL MIDDLE, Public, (469) 713-5975, 6, 8, 75077
482730007582, C DOUGLAS KILLOUGH LEWISVILLE HS NORTH, Public, (469) 713-5987, 9,9,75077
482730003067, DEGAN EL, Public, (469) 713-5967, PK, 5, 75077
482730003753, HERITAGE EL, Public, (469) 713-5985, PK, 5, 75077
482730005769, HIGHLAND VILLAGE EL, Public, (469) 713-5957, PK, 5, 75077
482730007583, HUFFINES MIDDLE SCHOOL, Public, (469) 713-5990, 6, 8, 75077
482730006441, MCAULIFFE EL, Public, (469) 713-5959, PK, 5, 75077
482730007266, VALLEY RIDGE EL, Public, (469) 713-5982, PK, 5, 75077
A0771751, DKH ACADEMY, Private, (972) 317-3494, PK, KG, 75077
A0771838, PRIMROSE SCHOOL OF NORTH LEWISVILLE, Private, (972) 434-4001, PK, KG, 75077
481674001446, CALHOUN MIDDLE, Public, (940) 369-2400, 6, 8, 76201
481674010613, COMMUNITY ED, Public, (940) 369-0092, N ,N ,76201
481674000657, DENTON H S, Public, (940) 369-2000, 9, 12, 76201
481674001451, LEE EL, Public, (940) 369-3500, KG, 5, 76201
480140212157, LEGENDS ACADEMY, Public, (940) 387-6021, 4, 12, 76201
481674001452, NEWTON RAYZOR EL, Public, (940) 369-3700, PK, 5, 76201
481674010612, REGIONAL DAY SCH DEAF, Public, (940) 369-4075, N ,N ,76201
A9503976, COMMUNITY SCHOOL, Private, (940) 382-3216, PK, 3, 76201
A0702221, HILLTOP MONTESSORI SCHOOL, Private, (940) 387-0578, PK, KG, 76201
481305008510, CFB CAMPUS DENTON JJAEP, Public, (940) 349-2400, 8, 9, 76202
A0109341, DENTON CALVARY ACADEMY, Private, (940) 320-1944, KG, 12, 76202
481674001445, BORMAN EL, Public, (940) 369-2500, PK, 5, 76205
481674007581, DENTON CO J J A E P, Public, (940) 898-5840, 9,9,76205
484386012471, DENTON COUNTY JJAEP, Public, (940) 726-3659, N ,N ,76205
481674021219, FRED MOORE H S, Public, (940) 369-4000, 10, 12, 76205
481674005696, HOUSTON EL, Public, (940) 369-2900, KG, 5, 76205
481674003735, JOE DALE SPARKS CAMPUS, Public, (940) 349-2468, 6, 12, 76205
481674007864, MCMATH MIDDLE, Public, (940) 369-3300, 6, 8, 76205
481674006939, RIVERA EL, Public, (940) 369-3800, KG, 5, 76205
480020211380, WINFREE ACADEMY CHARTER SCHOOL DENTON, Public, (940) 243-0480, 9, 12, 76205
481674012327, EMILIO & GUADALUPE GONZALEZ PRE-K CENTER, Public, (940) 369-4360, PK,PK,76207
481674006092, EVERS PARK EL, Public, (940) 369-2600, KG, 5, 76207
480025910530, TRINITY CHARTER SCHOOL, Public, (940) 484-8232, KG, 10, 76207
A9703337, IMMACULATE CONCEPTION CATHOLIC SCHOOL, Private, (940) 381-1155, PK, 8, 76207
01326065, THE SELWYN SCHOOL, Private, (940) 382-6771, PK, 12, 76207
481674006394, HODGE EL, Public, (940) 369-2800, KG, 5, 76208
481674009592, PECAN CREEK EL, Public, (940) 369-4400, PK, 5, 76208
481674006976, RYAN H S, Public, (940) 369-3000, 9, 12, 76208
481674012067, STEPHENS EL, Public, (940) 369-0800, PK, 5, 76208
481674001449, GINNINGS EL, Public, (940) 369-2700, PK, 5, 76209
481674007265, LESTER DAVIS, Public, (940) 369-4050, 5, 12, 76209
481674001453, STRICKLAND MIDDLE, Public, (940) 369-4200, 6, 8, 76209
481674008531, THE ANN WINDLE SCHOOL FOR YOUNG CHILDREN, Public, (940) 369-3900, PK,PK,76209
481674001454, WILSON EL, Public, (940) 369-4500, PK, 5, 76209
481674009206, CROWNOVER MIDDLE, Public, (940) 369-4700, 6, 8, 76210
481674010607, GUYER H S, Public, (940) 369-1000, 9, 12, 76210
481674010610, HAWK EL, Public, (940) 369-1800, PK, 5, 76210
481674006395, MCNAIR EL, Public, (940) 369-3600, PK, 5, 76210
481674011447, NELSON EL, Public, (940) 369-1400, PK, 5, 76210
481674008530, RYAN EL, Public, (940) 369-4600, KG, 5, 76210
A0303042, CORINTH MONTESSORI SCHOOL, Private, (940) 321-7338, PK, KG, 76210
480867008769, ARGYLE H S, Public, (940) 262-7777, 9, 12, 76226
480867012249, ARGYLE INT, Public, (940) 464-7241, 5, 6, 76226
480867008200, ARGYLE MIDDLE, Public, (940) 246-2126, 7, 8, 76226
480867011206, DENTON CO J J A E P, Public, (940) 464-7241, 9, 10, 76226
481674009207, EP RAYZOR EL, Public, (940) 369-4100, PK, 5, 76226
480867000230, HILLTOP EL, Public, (940) 464-7241, PK, 4, 76226
02060636, LIBERTY CHRISTIAN SCHOOL, Private, (940) 294-2217, PK, 12, 76226
480891000288, AUBREY H S, Public, (940) 668-3900, 9, 12, 76227
480891007267, AUBREY MIDDLE, Public, (940) 668-0200, 6, 8, 76227
481674012271, CROSS OAKS EL, Public, (972) 347-7100, PK, 5, 76227
480891010621, DENTON CO J J A E P, Public, (940) 668-0060, N ,N ,76227
480891000287, HL BROCKETT, Public, (940) 668-0036, PK, 5, 76227
480891012259, JAMES A MONACO, Public, (940) 668-0000, PK, 5, 76227
481674010608, NAVO MIDDLE, Public, (972) 347-7500, 6, 8, 76227
481674011517, PALOMA CREEK EL, Public, (972) 347-7300, PK, 5, 76227
481674010609, PROVIDENCE EL, Public, (940) 369-1900, PK, 5, 76227
481674010611, SAVANNAH EL, Public, (972) 347-7400, KG, 5, 76227
480018711999, THE EDUCATION CENTER AT AUBREY, Public, (940) 440-9580, KG, 12, 76227
481854001736, AUSTIN EL, Public, (972) 872-7190, 1, 3, 75119
481854006405, BOWIE EL, Public, (972) 872-7234, 1, 3, 75119
481854009219, DAVID S CROCKETT EARLY CHILDHOOD CENTER, Public, (972) 872-7131, PK, KG, 75119
481854009218, DORIE MILLER INT, Public, (972) 872-3775, 4, 6, 75119
481854001737, ENNIS H S, Public, (972) 872-3500, 9, 12, 75119
481854001739, ENNIS J H, Public, (972) 872-3850, 7, 8, 75119
481854012158, G W CARVER EARLY CHILDHOOD CENTER, Public, (972) 872-3730, PK, KG, 75119
481854001738, HOUSTON EL, Public, (972) 872-7285, 1, 3, 75119
481854007588, JACK LUMMUS INT, Public, (972) 872-7060, 4, 6, 75119
481854001740, TRAVIS EL, Public, (972) 872-7455, 1, 3, 75119
481917001786, FERRIS H S, Public, (972) 544-3737, 9, 12, 75125
481917006696, FERRIS INTERMEDIATE, Public, (972) 544-8662, 4, 6, 75125
481917001787, FERRIS J H, Public, (972) 544-3737, 7, 8, 75125
481917001785, HAZEL INGRAM ELEMENTARY, Public, (972) 544-3212, PK, KG, 75125
481917009220, LUCY MAE MCDONALD ELEMENTARY, Public, (972) 544-2574, 1, 3, 75125
A0503398, FERRIS CHRISTIAN ACADEMY, Private, (972) 544-8388, PK, 3, 75125
483411003793, PALMER EL, Public, (972) 449-3132, PK, 3, 75152
483411003794, PALMER H S, Public, (972) 449-3487, 9, 12, 75152
483411006595, PALMER MIDDLE, Public, (972) 449-3319, 4, 8, 75152
481686011474, CURTISTENE S MCCOWAN MIDDLE, Public, (972) 274-8090, 6, 8, 75154
483666008541, D A E P, Public, (972) 617-5895, KG, 12, 75154
483666003774, EASTRIDGE EL, Public, (972) 617-2266, KG, 4, 75154
481686006535, FRANK D MOATES EL, Public, (972) 230-2881, PK, 5, 75154
483666004105, RED OAK EL, Public, (972) 617-3523, PK, 4, 75154
483666004106, RED OAK H S, Public, (972) 617-3535, 9, 12, 75154
483666006312, RED OAK INT, Public, (972) 617-2685, 5, 8, 75154
483666004107, RED OAK J H, Public, (972) 617-0066, 7, 9, 75154
483666005800, SHIELDS EL, Public, (972) 223-1499, KG, 4, 75154
483666006164, WOODEN EL, Public, (972) 617-2977, PK, 4, 75154
A9504127, OVILLA CHRISTIAN SCHOOL, Private, (972) 617-1177, PK, 12, 75154
483696004114, RICE EL, Public, (903) 326-4151, PK, 2, 75155
483696008005, RICE H S, Public, (903) 326-4502, 9, 12, 75155
483696012619, RICE INTERMEDIATE/MIDDLE SCHOOL, Public, (903) 326-4190, 3, 8, 75155
484473006494, DUNAWAY EL, Public, (972) 923-4646, PK, 5, 75165
484473005093, EDDIE FINLEY SR SEVENTH GRADE CENTER, Public, (972) 923-4680, 7, 8, 75165
484473011560, MARGARET L FELTY EL, Public, (972) 923-4616, KG, 5, 75165
484473008542, MARVIN ELEMENTARY, Public, (972) 923-4670, PK, KG, 75165
484473005092, NORTHSIDE EL, Public, (972) 923-4610, 1, 5, 75165
484473012617, OLIVER E CLIFT EL, Public, (972) 923-4631, N ,N ,75165
484473011480, OLIVER E CLIFT MIDDLE SCHOOL, Public, (972) 923-4720, 6,6,75165
484473011375, ROBBIE E HOWARD EIGHTH GRADE CENTER, Public, (972) 923-4771, 8, 9, 75165
484473006624, SHACKELFORD EL, Public, (972) 923-4666, PK, 5, 75165
484473011211, WAXAHACHIE GLOBAL H S, Public, (972) 923-4761, 9, 12, 75165
484473005095, WAXAHACHIE H S, Public, (972) 923-4600, 9, 12, 75165
484473006943, WAXAHACHIE H S OF CHOICE, Public, (972) 923-4758, 10, 12, 75165
484473009222, WAXAHACHIE NINTH GRADE ACADEMY, Public, (972) 923-4780, 9, 10, 75165
484473008206, WEDGEWORTH EL, Public, (972) 923-4640, 1, 5, 75165
A0990115, FIRST CHRISTIAN DAY SCHOOL, Private, (972) 937-1952, PK, 12, 75165
A9304083, ST JOSEPH CATHOLIC SCHOOL, Private, (972) 937-0956, PK, 8, 75165
A0303159, WAXAHACHIE PREPARATORY ACADEMY, Private, (972) 937-0440, KG, 12, 75168
482958003322, LORENE SMITH KIRKPATRICK EL, Public, (972) 435-1010, PK, 5, 76064
482958003323, MAYPEARL H S, Public, (972) 435-1020, 9, 12, 76064
482958006884, MAYPEARL MIDDLE, Public, (972) 435-1015, 6, 8, 76064
483060006303, FRANK SEALE MIDDLE SCHOOL, Public, (972) 775-6145, 6, 8, 76065
483060006304, IRVIN EL, Public, (972) 775-8239, KG, 5, 76065
483060010631, J A VITOVSKY EL, Public, (972) 775-8296, PK, 5, 76065
483060011529, LARUE MILLER ELEMENTARY, Public, (972) 775-8296, PK, 5, 76065
483060007589, LONGBRANCH EL, Public, (972) 775-2830, KG, 5, 76065
483060003458, MIDLOTHIAN H S, Public, (972) 775-8226, 9, 12, 76065
483060007590, MT PEAK EL, Public, (972) 775-2881, PK, 5, 76065
483060006586, T E BAXTER EL, Public, (972) 775-8281, PK, 5, 76065
483060010630, WALNUT GROVE MIDDLE SCHOOL, Public, (972) 775-5355, 6, 8, 76065
484152004744, CENTRAL EL, Public, (254) 965-3716, PK, KG, 76401
484152004745, CHAMBERLIN EL, Public, (254) 968-2311, 1, 2, 76401
484152006045, GILBERT INT SCHOOL, Public, (254) 968-4664, 5, 6, 76401
484152004747, HENDERSON JUNIOR HIGH, Public, (254) 968-6967, 7, 9, 76401
484152008554, HOOK EL, Public, (254) 968-3213, 3, 4, 76401
482376011487, HUCKABAY DAEP, Public, (254) 968-8476, N ,N ,76401
482376002629, HUCKABAY SCHOOL, Public, (254) 968-5274, KG, 12, 76401
480015908364, HUSTON ACADEMY, Public, (254) 965-8883, 9, 12, 76401
480015912097, SHORELINE ACADEMY, Public, (361) 528-3959, 7, 12, 76401
484152004746, STEPHENVILLE H S, Public, (254) 968-4141, 9, 12, 76401
484272004876, THREE WAY EL, Public, (254) 965-6496, PK, 8, 76401
A9504168, STEPHENVILLE CHRISTIAN SCHOOL, Private, (254) 965-4821, PK, 8, 76401
481062000532, BLUFF DALE EL, Public, (254) 728-3277, KG, 8, 76433
481758001511, DUBLIN EL, Public, (254) 445-2577, PK, 2, 76446
481758001512, DUBLIN H S, Public, (254) 445-0362, 9, 12, 76446
481758008211, DUBLIN INTERMEDIATE, Public, (254) 445-2618, 3, 5, 76446
481758001513, DUBLIN MIDDLE, Public, (254) 445-2618, 6, 8, 76446
480020708780, PARADIGM ACCELERATED SCHOOL, Public, (254) 445-4844, 7, 12, 76446
482760003102, LINGLEVILLE SCHOOL, Public, (254) 968-2596, PK, 12, 76461
483141003521, MORGAN MILL EL, Public, (254) 968-4921, KG, 8, 76465
483790012597, ROSEBUD EL, Public, (254) 583-7964, 3, 5, 76570
483790004241, ROSEBUD PRI, Public, (254) 583-7965, PK, 2, 76570
483790012257, ROSEBUD-LOTT ACADEMY, Public, (254) 583-7967, 4, 12, 76570
483790009553, ROSEBUD-LOTT DAEP, Public, (254) 583-7967, 9, 12, 76570
483790004242, ROSEBUD-LOTT H S, Public, (254) 583-7967, 9, 12, 76570
483790009235, ROSEBUD-LOTT LEARNING CENTER, Public, (254) 583-7967, 12,12,76570
483790004243, ROSEBUD-LOTT MIDDLE, Public, (254) 583-7962, 6, 8, 76570
481392000879, CHILTON SCHOOL, Public, (254) 546-1200, PK, 12, 76632
481392010665, MARLIN DAEP, Public, (254) 803-2152, N ,N ,76632
483790004239, LOTT EL, Public, (254) 584-4251, KG, 5, 76656
484533005160, WESTPHALIA EL, Public, (254) 584-4988, KG, 8, 76656
482913009552, FEC AEP, Public, (254) 803-2152, 6, 12, 76661
482913008555, FEC THE LEARNING CENTER, Public, (254) 883-3964, 2, 12, 76661
483711010953, MARLIN ALTERNATIVE EDUCATION PROGRAM, Public, (254) 896-6411, 9,9,76661
482913003283, MARLIN EL, Public, (254) 883-3232, PK, 5, 76661
482913003284, MARLIN H S, Public, (254) 883-2394, 9, 12, 76661
482913006998, MARLIN MS, Public, (254) 883-9241, 6, 8, 76661
