240033001429, CENTERVILLE ELEMENTARY, 3601 CARRIAGE HILL DR, FREDERICK, MD 21704, (240) 566-0100, ξξ-ξξFREDERICK COUNTY COUNTY, Public, KG,5,,
510009000036, WOODBROOK ELEM, 100 WOODBROOK DRIVE, CHARLOTTESVILLE, VA 22901, (434) 973-6600, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
A9703457, CHARLOTTESVILLE CATHOLIC SCHOOL, 1205 PEN PARK RD, CHARLOTTESVILLE, VA 22901, (434) 964-0400, ξξ-ξξALBEMARLE COUNTY, Private, PK,8,,
A0971727, CHARLOTTESVILLE DAY SCHOOL, 200 FOUR SEASONS DR, CHARLOTTESVILLE, VA 22901, (434) 817-2371, ξξ-ξξALBEMARLE COUNTY, Private, PK,6,,
A9504258, CHARLOTTESVILLE WALDORF SCHOOL, 120 WALDORF SCHOOL RD, CHARLOTTESVILLE, VA 22901, (434) 973-4921, ξξ-ξξALBEMARLE COUNTY, Private, PK,8,,
A9504284, MONTESSORI SCHOOL OF CHARLOTTESVILLE, 631 CUTLER LN, CHARLOTTESVILLE, VA 22901, (434) 295-9055, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, PK,KG,,
510004202378, BLUE RIDGE JUVENILE DETENTION HOME, 195 PEREGORY LN., CHARLOTTESVILLE, VA 22902, (434) 951-9340, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, N ,N ,,
510078002110, CLARK ELEM, 1000 BELMONT AVENUE, CHARLOTTESVILLE, VA 22902, (434) 245-2414, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public, PK,4,,
510009001747, MONTICELLO HIGH, 1400 INDEPENDENCE WAY, CHARLOTTESVILLE, VA 22902, (434) 244-3100, ξξ-ξξALBEMARLE COUNTY COUNTY, Public,9,12,,
510009002173, PAUL H CALE ELEM, 1757 AVON STREET EXTENDED, CHARLOTTESVILLE, VA 22902, (434) 293-7455, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
A0903682, FAITH CHRISTIAN ACADEMY, PO BOX 2306, CHARLOTTESVILLE, VA 22902, (434) 979-1704, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, PK,KG,,
A9708110, FIRST BAPTIST EARLY CHILDHOOD DEVELOPMENT CENTER, 735 PARK ST, CHARLOTTESVILLE, VA 22902, (434) 296-6198, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, PK,KG,,
A0992066, RENAISSANCE SCHOOL, 418 EAST JEFFERSON ST, CHARLOTTESVILLE, VA 22902, (434) 984-1952, ξξ-ξξCHARLOTTESVILLE COUNTY, Private,9,12,,
1637117, TANDEM FRIENDS SCHOOL, 279 TANDEM LN, CHARLOTTESVILLE, VA 22902, (434) 296-1303, ξξ-ξξALBEMARLE COUNTY, Private,5,12,,
A9106610, THE COVENANT SCHOOL, 175 HICKORY ST, CHARLOTTESVILLE, VA 22902, (434) 220-7329, ξξ-ξξALBEMARLE COUNTY, Private, PK,12,,
A0109901, THE INTERNATIONAL SCHOOL OF CHARLOTTESVILLE, 830 MONTICELLO AVE, CHARLOTTESVILLE, VA 22902, (434) 984-2174, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, PK,KG,,
A0110072, VILLAGE SCHOOL, 215 E HIGH ST, CHARLOTTESVILLE, VA 22902, (434) 984-4404, ξξ-ξξCHARLOTTESVILLE COUNTY, Private,5,8,,
510009002796, ALBEMARLE COUNTY COMMUNITY PUBLIC CHARTER, 901 ROSE HILL DRIVE, CHARLOTTESVILLE, VA 22903, (434) 972-1607, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public,6,8,,
510078000271, BUFORD MIDDLE, 1000 CHERRY AVENUE, CHARLOTTESVILLE, VA 22903, (434) 245-2411, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public,7,8,,
510078002550, CHARLOTTESVILLE ALTERNATIVE, 715 HENRY AVENUE, CHARLOTTESVILLE, VA 22903, (434) 245-2406, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public, N ,N ,,
510009000024, JACKSON P BURLEY MIDDLE, 901 ROSE HILL DRIVE, CHARLOTTESVILLE, VA 22903, (434) 295-5101, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public,6,8,,
510078000276, JACKSON-VIA ELEM, 508 HARRIS ROAD, CHARLOTTESVILLE, VA 22903, (434) 245-2416, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public, PK,4,,
510078000266, JOHNSON ELEM, 1645 CHERRY AVENUE, CHARLOTTESVILLE, VA 22903, (434) 245-2417, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public, PK,4,,
510009000026, LESLIE H WALTON MIDDLE, 4217 RED HILL ROAD, CHARLOTTESVILLE, VA 22903, (434) 977-5615, ξξ-ξξALBEMARLE COUNTY COUNTY, Public,6,8,,
510009000030, MURRAY HIGH, 1200 FOREST STREET, CHARLOTTESVILLE, VA 22903, (434) 296-3090, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public,9,12,,
510078002143, VENABLE ELEM, 406 14TH STREET NW, CHARLOTTESVILLE, VA 22903, (434) 245-2418, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public, PK,4,,
510009000003, VIRGINIA L MURRAY ELEM, 3251 MORGANTOWN ROAD, CHARLOTTESVILLE, VA 22903, (434) 977-4599, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510078000279, WALKER UPPER ELEM, 1564 DAIRY ROAD, CHARLOTTESVILLE, VA 22903, (434) 245-2412, ξξ-ξξCHARLOTTESVILLE CITY COUNTY, Public,5,6,,
A0903724, JEFFERSON TRAIL TREATMENT CENTER FOR CHILDREN, 2101 ARLINGTON BLVD, CHARLOTTESVILLE, VA 22903, (434) 977-1523, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, Ungraded,Ungraded,,
A0503572, LAFAYETTE SCHOOL & TREATMENT CENTER3020,  FONTAINE AVENUE EXTENDED, CHARLOTTESVILLE, VA 22903, (434) 971-8636, ξξ-ξξALBEMARLE COUNTY, Private,3,12,,
1434321, MILLER SCHOOL, 1000 SAMUEL MILLER LOOP, CHARLOTTESVILLE, VA 22903, (434) 823-4805, ξξ-ξξALBEMARLE COUNTY, Private,8,12,,
2063386, ST ANNE'S-BELFIELD SCHOOL, 2132 IVY RD, CHARLOTTESVILLE, VA 22903, (434) 296-5106, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, PK,12,,
K9306168, UNIVERSITY MONTESSORI SCHOOL, 1034 RESERVOIR RD, CHARLOTTESVILLE, VA 22903, (434) 977-0583, ξξ-ξξALBEMARLE COUNTY, Private, PK,KG,,
A0110073, VIRGINIA INSTITUTE OF AUTISM, 1414 WESTWOOD RD, CHARLOTTESVILLE, VA 22903, (434) 923-8252, ξξ-ξξCHARLOTTESVILLE COUNTY, Private, PK,11,,
510004102324, CHARLOTTESVILLE HOSP. EP., UVA HEALTH SYSTEM, CHARLOTTESVILLE, VA 22908, (434) 924-5437, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,12,,
510009001937, BAKER-BUTLER ELEM, 2740 PROFFIT ROAD, CHARLOTTESVILLE, VA 22911, (434) 974-7777, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510009000022, HOLLYMEAD ELEM, 2775 POWELL CREEK DRIVE, CHARLOTTESVILLE, VA 22911, (434) 973-8301, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510009000751, MORTIMER Y SUTHERLAND MIDDLE, 2801 POWELL CREEK DRIVE, CHARLOTTESVILLE, VA 22911, (434) 975-0599, ξξ-ξξALBEMARLE COUNTY COUNTY, Public,6,8,,
510009000032, STONE ROBINSON ELEM, 958 NORTH MILTON ROAD, CHARLOTTESVILLE, VA 22911, (434) 296-3754, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
A0109803, FROST MONTESSORI SCHOOL, 1553 DELPHI DR, CHARLOTTESVILLE, VA 22911, (434) 979-5223, ξξ-ξξALBEMARLE COUNTY, Private, PK,KG,,
510258001917, ROCKFISH RIVER ELEM., 200 CHAPEL HOLLOW RD, AFTON, VA 22920, (434) 361-1791, ξξ-ξξNELSON COUNTY COUNTY, Public, PK,5,,
A0303198, AFTON CHRISTIAN SCHOOL, 9357 CRITZERS SHOP RD, AFTON, VA 22920, (540) 456-6853, ξξ-ξξALBEMARLE COUNTY, Private, PK,8,,
A9703484, NORTH BRANCH SCHOOL, 221 MICKENS RD, AFTON, VA 22920, (540) 456-8450, ξξ-ξξNELSON COUNTY, Private, PK,8,,
510258001160, TYE RIVER ELEM., 5198 THOMAS NELSON HWY, ARRINGTON, VA 22922, (434) 263-8960, ξξ-ξξNELSON COUNTY COUNTY, Public, PK,5,,
510009000018, BROWNSVILLE ELEM, 5870 ROCKFISH GAP TURNPIKE, CROZET, VA 22932, (434) 823-4658, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510009000020, CROZET ELEM, 1407 CROZET AVENUE, CROZET, VA 22932, (434) 823-4800, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510009000025, JOSEPH T HENLEY MIDDLE, 5880 ROCKFISH GAP TURNPIKE, CROZET, VA 22932, (434) 823-4393, ξξ-ξξALBEMARLE COUNTY COUNTY, Public,6,8,,
510009000035, WESTERN ALBEMARLE HIGH, 5941 ROCKFISH GAP TURNPIKE, CROZET, VA 22932, (434) 823-8700, ξξ-ξξALBEMARLE COUNTY COUNTY, Public,9,12,,
1434842, BLUE RIDGE SCHOOL, 273 MAYO DR, ST GEORGE, VA 22935, (434) 985-2811, ξξ-ξξGREENE COUNTY, Private,9,12,,
510009000017, BROADUS WOOD ELEM, 185 BUCK MOUNTAIN ROAD, EARLYSVILLE, VA 22936, (434) 973-3865, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510009000016, BENJAMIN F YANCEY ELEM, 7625 PORTERS ROAD, ESMONT, VA 22937, (434) 974-8060, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510002801504, SHENANDOAH VALLEY GOV. SCH., 49 HORNET ROAD, FISHERSVILLE, VA 22939, (540) 245-5088, ξξ-ξξAUGUSTA COUNTY COUNTY, Public, N ,N ,,
510001902091, SHENANDOAH VALLEY REG, PO BOX 448, FISHERSVILLE, VA 22939, (540) 886-9778, ξξ-ξξAUGUSTA COUNTY COUNTY, Public, N ,N ,,
510000802020, VALLEY VOCATIONAL TECH CTR, 49 HORNET ROAD, FISHERSVILLE, VA 22939, (540) 245-5002, ξξ-ξξAUGUSTA COUNTY COUNTY, Public,9,12,,
510030000137, WILSON ELEM, 127 WOODROW WILSON AVE, FISHERSVILLE, VA 22939, (540) 245-5040, ξξ-ξξAUGUSTA COUNTY COUNTY, Public, PK,5,,
510030000138, WILSON MEMORIAL HIGH, 189 HORNET RD, FISHERSVILLE, VA 22939, (540) 886-4286, ξξ-ξξAUGUSTA COUNTY COUNTY, Public,9,12,,
510030002435, WILSON MIDDLE, 232 HORNET ROAD, FISHERSVILLE, VA 22939, (540) 245-5185, ξξ-ξξAUGUSTA COUNTY COUNTY, Public,6,8,,
510005402326, WOODROW WILSON REHAB CTR, BOX W-81, FISHERSVILLE, VA 22939, (540) 332-7230, ξξ-ξξAUGUSTA COUNTY COUNTY, Public, PK,12,,
2063717, MIDWAY BIBLE BAPTIST CHURCH SCHOOL, 29 MIDWAY LN, FISHERSVILLE, VA 22939, (540) 943-1678, ξξ-ξξAUGUSTA COUNTY, Private,1,12,,
A9106625, FREE UNION COUNTRY SCHOOL, PO BOX 250, FREE UNION, VA 22940, (434) 978-1700, ξξ-ξξALBEMARLE COUNTY, Private, PK,5,,
510282001172, GORDON BARBOUR ELEM., 500 W BAKER STREET, GORDONSVILLE, VA 22942, (540) 661-4500, ξξ-ξξORANGE COUNTY COUNTY, Public, PK,5,,
510009000033, STONY POINT ELEM, 3893 STONY POINT ROAD, KESWICK, VA 22947, (434) 973-6405, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
1434955, LITTLE KESWICK SCHOOL, PO BOX 24, KESWICK, VA 22947, (434) 295-0457, ξξ-ξξALBEMARLE COUNTY, Private,4,11,,
1637128, OAKLAND SCHOOL, BOYD TAVERN, KESWICK, VA 22947, (434) 293-9059, ξξ-ξξFLUVANNA COUNTY, Private,2,9,,
510258001032, NELSON COUNTY HIGH, 6919 THOMAS NELSON HWY, LOVINGSTON, VA 22949, (434) 263-8317, ξξ-ξξNELSON COUNTY COUNTY, Public,9,12,,
510258001033, NELSON MIDDLE, 6925 THOMAS NELSON HIGHWAY, LOVINGSTON, VA 22949, (434) 263-4801, ξξ-ξξNELSON COUNTY COUNTY, Public,6,8,,
510009000029, RED HILL ELEM, 3901 RED HILL SCHOOL ROAD, NORTH GARDEN, VA 22959, (434) 293-5332, ξξ-ξξALBEMARLE COUNTY COUNTY, Public, PK,5,,
510282001174, ORANGE CO. HIGH, 201 SELMA ROAD, ORANGE, VA 22960, (540) 661-4300, ξξ-ξξORANGE COUNTY COUNTY, Public,9,12,,
510282001175, ORANGE ELEM., 230 MONTEVISTA AVENUE, ORANGE, VA 22960, (540) 661-4450, ξξ-ξξORANGE COUNTY COUNTY, Public, PK,5,,
510282001176, PROSPECT HEIGHTS MIDDLE, 202 DAILEY DRIVE, ORANGE, VA 22960, (540) 661-4400, ξξ-ξξORANGE COUNTY COUNTY, Public,6,8,,
510282002760, REDIRECTION ALT. ED., 200 DAILEY DRIVE, ORANGE, VA 22960, (540) 661-4550, ξξ-ξξORANGE COUNTY COUNTY, Public, N ,N ,,
510282002746, TURNING POINT ALT. ED., 200 DAILEY DRIVE, ORANGE, VA 22960, (540) 661-4555, ξξ-ξξORANGE COUNTY COUNTY, Public, N ,N ,,
1433736, GRYMES MEMORIAL SCHOOL, PO BOX 1160, ORANGE, VA 22960, (540) 672-1010, ξξ-ξξORANGE COUNTY, Private, PK,8,,
510006202562, BLUE RIDGE GOV. SCH., FLUVANNA CO PUBLIC SCHOOLS, PALMYRA, VA 22963, (434) 589-8208, ξξ-ξξFLUVANNA COUNTY COUNTY, Public, N ,N ,,
510138000622, CENTRAL ELEM., 3340 CENTRAL PLAINS RD., PALMYRA, VA 22963, (434) 589-8318, ξξ-ξξFLUVANNA COUNTY COUNTY, Public, KG,5,,
510138000623, COLUMBIA DIST. ELEM., 563 WILMINGTON RD., PALMYRA, VA 22963, (434) 589-8613, ξξ-ξξFLUVANNA COUNTY COUNTY, Public, PK,2,,
510138000624, CUNNINGHAM DIST. ELEM., 479 CUNNINGHAM RD., PALMYRA, VA 22963, (434) 842-3197, ξξ-ξξFLUVANNA COUNTY COUNTY, Public, PK,2,,
510138000625, FLUVANNA COUNTY HIGH, 3717 CENTRAL PLAINS RD., PALMYRA, VA 22963, (434) 589-3666, ξξ-ξξFLUVANNA COUNTY COUNTY, Public,9,12,,
510007702352, PROJECT RETURN/FLUVANNA CO, C/O FLUVANNA CO PUBLIC SCHLS, PALMYRA, VA 22963, (804) 589-2591, ξξ-ξξFLUVANNA COUNTY COUNTY, Public, N ,N ,,
510171001802, RUCKERSVILLE ELEM., 105 PROGRESS PLACE, RUCKERSVILLE, VA 22968, (434) 985-1472, ξξ-ξξGREENE COUNTY COUNTY, Public, KG,5,,
510171002439, ALTERNATIVE EDUCATION CENTER, 10415 SPOTSWOOD TRAIL, STANARDSVILLE, VA 22973, (434) 985-1403, ξξ-ξξGREENE COUNTY COUNTY, Public, N ,N ,,
510171001382, GREENE CO. TECHNICAL ED. CTR., 10415 SPOTSWOOD TRAIL, STANARDSVILLE, VA 22973, (434) 985-5239, ξξ-ξξGREENE COUNTY COUNTY, Public,9,12,,
510171000700, GREENE COUNTY PRIMARY, 64 MONROE DRIVE, STANARDSVILLE, VA 22973, (434) 985-5279, ξξ-ξξGREENE COUNTY COUNTY, Public, PK,2,,
510171002190, NATHANAEL GREENE ELEM., 8094 SPOTSWOOD TRAIL, STANARDSVILLE, VA 22973, (434) 985-5275, ξξ-ξξGREENE COUNTY COUNTY, Public,3,5,,
510171000702, WILLIAM MONROE HIGH, 254 MONROE DRIVE, STANARDSVILLE, VA 22973, (434) 985-5273, ξξ-ξξGREENE COUNTY COUNTY, Public,9,12,,
510171000106, WILLIAM MONROE MIDDLE, 148 MONROE DRIVE, STANARDSVILLE, VA 22973, (434) 985-5240, ξξ-ξξGREENE COUNTY COUNTY, Public,6,8,,
510007002735, FLUVANNA CORR CTR FOR WOMEN, PO BOX 1000, TROY, VA 22974, (804) 984-3700, ξξ-ξξFLUVANNA COUNTY COUNTY, Public, N ,N ,,
A9106686, OPEN DOOR CHRISTIAN SCHOOL, PO BOX 970, TROY, VA 22974, (434) 589-3673, ξξ-ξξFLUVANNA COUNTY, Private, KG,12,,
510393001754, BERKELEY GLENN ELEM., 1020 JEFFERSON AVE, WAYNESBORO, VA 22980, (540) 946-4680, ξξ-ξξWAYNESBORO CITY COUNTY, Public, PK,5,,
510030000118, CASSELL ELEM, 1301 ROCKFISH RD, WAYNESBORO, VA 22980, (540) 946-7635, ξξ-ξξAUGUSTA COUNTY COUNTY, Public, PK,5,,
510393001755, KATE COLLINS MIDDLE, 1625 IVY ST, WAYNESBORO, VA 22980, (540) 946-4635, ξξ-ξξWAYNESBORO CITY COUNTY, Public,6,8,,
510030000125, LADD ELEM, 1930 ROSSER AVE, WAYNESBORO, VA 22980, (540) 946-7630, ξξ-ξξWAYNESBORO CITY COUNTY, Public, PK,5,,
510393001759, WAYNESBORO HIGH, 1200 MAIN ST, WAYNESBORO, VA 22980, (540) 946-4616, ξξ-ξξWAYNESBORO CITY COUNTY, Public,9,12,,
510393001760, WENONAH ELEM., 125 N BAYARD AVE, WAYNESBORO, VA 22980, (540) 946-4660, ξξ-ξξWAYNESBORO CITY COUNTY, Public, PK,5,,
510393001761, WESTWOOD HILLS ELEM., 548 ROSSER AVE, WAYNESBORO, VA 22980, (540) 946-4670, ξξ-ξξWAYNESBORO CITY COUNTY, Public, PK,5,,
510393001064, WILLIAM PERRY ELEM., 840 KING AVENUE, WAYNESBORO, VA 22980, (540) 946-4650, ξξ-ξξWAYNESBORO CITY COUNTY, Public, PK,5,,
A0992065, FAITH PRIMARY SCHOOL, 19 BROWNS LN, WAYNESBORO, VA 22980, (540) 942-1857, ξξ-ξξAUGUSTA COUNTY, Private, KG,5,,
1433791, FISHBURNE MILITARY SCHOOL, 255 S WAYNE AVE, WAYNESBORO, VA 22980, (540) 946-7707, ξξ-ξξWAYNESBORO COUNTY, Private,7,12,,
1433725, WOODBERRY FOREST SCHOOL, 10 WOODBERRY STATION, WOODBERRY FOREST, VA 22989, (540) 672-3900, ξξ-ξξMADISON COUNTY, Private,9,12,,
510018000062, AMELIA COUNTY ELEM, 8533 N FIVE FORKS RD, AMELIA COURT HOUSE, VA 23002, (804) 561-2433, ξξ-ξξAMELIA COUNTY COUNTY, Public, KG,4,,
510018001828, AMELIA COUNTY HIGH, 8500 OTTERBURN RD, AMELIA COURT HOUSE, VA 23002, (804) 561-2101, ξξ-ξξAMELIA COUNTY COUNTY, Public,9,12,,
510018000063, AMELIA COUNTY MIDDLE, 8740 OTTERBURN ROAD, AMELIA, VA 23002, (804) 561-4422, ξξ-ξξAMELIA COUNTY COUNTY, Public,5,8,,
1433383, AMELIA ACADEMY, PO BOX 106, AMELIA COURT HOUSE, VA 23002, (804) 561-2270, ξξ-ξξAMELIA COUNTY, Private, PK,12,,
A0503574, LOVE COVENANT CHRISTIAN SCHOOL, 17897 W PRIDESVILLE RD, AMELIA COURT HOUSE, VA 23002, (804) 561-3750, ξξ-ξξAMELIA COUNTY, Private, KG,12,,
A9106693, PILGRIM MENNONITE SCHOOL, 16141 ROYALTON RD, AMELIA COURT HOUSE, VA 23002, (804) 561-5239, ξξ-ξξAMELIA COUNTY, Private,3,10,,
510183000769, ELMONT ELEM., 12007 CEDAR LANE, ASHLAND, VA 23005, (804) 365-8100, ξξ-ξξHANOVER COUNTY COUNTY, Public, PK,5,,
510183000770, HENRY CLAY ELEM., 310 S JAMES ST, ASHLAND, VA 23005, (804) 365-8120, ξξ-ξξHANOVER COUNTY COUNTY, Public, PK,2,,
510183000771, JOHN M. GANDY ELEM., 201 ARCHIE CANNON DRIVE, ASHLAND, VA 23005, (804) 365-4640, ξξ-ξξHANOVER COUNTY COUNTY, Public,3,5,,
510183000773, LIBERTY MIDDLE, 13496 LIBERTY SCHOOL ROAD, ASHLAND, VA 23005, (804) 365-8060, ξξ-ξξHANOVER COUNTY COUNTY, Public,6,8,,
510183000776, PATRICK HENRY HIGH, 12449 WEST PATRICK HENRY ROAD, ASHLAND, VA 23005, (804) 365-8000, ξξ-ξξHANOVER COUNTY COUNTY, Public,9,12,,
510183002824, SOAR ACADEMY, 13496 LIBERTY SCHOOL RD, ASHLAND, VA 23005, (804) 365-8060, ξξ-ξξHANOVER COUNTY COUNTY, Public, N ,N ,,
1433587, HANOVER ACADEMY, 115 FRANCES RD, ASHLAND, VA 23005, (804) 798-8413, ξξ-ξξHANOVER COUNTY, Private, PK,8,,
510007002572, PAUL S BLANDFORD HIGH, PO BOX 8, BEAUMONT, VA 23014, (804) 556-7237, ξξ-ξξPOWHATAN COUNTY COUNTY, Public,9,12,,
510007002579, PAUL S. BLANDFORD HIGH SCHOOL ANNEX, PO BOX 49, BEAUMONT, VA 23014, (804) 556-5256, ξξ-ξξPOWHATAN COUNTY COUNTY, Public,9,12,,
510183000765, BEAVERDAM ELEM., 15485 BEAVERDAM SCHOOL ROAD, BEAVERDAM, VA 23015, (804) 449-6373, ξξ-ξξHANOVER COUNTY COUNTY, Public, PK,5,,
1432903, PIEDMONT CHRISTIAN SCHOOL, 2382 BETHANY CHURCH RD, BUMPASS, VA 23024, (540) 872-3543, ξξ-ξξLOUISA COUNTY, Private, KG,12,,
510072000260, CHARLES CITY CO ELEM, 10049 COURTHOUSE RD, CHARLES CITY, VA 23030, (804) 829-9256, ξξ-ξξCHARLES CITY COUNTY COUNTY, Public, PK,5,,
510072000258, CHARLES CITY CO HIGH, 10039 COURTHOUSE RD, CHARLES CITY, VA 23030, (804) 829-9249, ξξ-ξξCHARLES CITY COUNTY COUNTY, Public,9,12,,
510072000261, CHARLES CITY CO MIDDLE, 10035 COURTHOUSE RD, CHARLES CITY, VA 23030, (804) 829-9252, ξξ-ξξCHARLES CITY COUNTY COUNTY, Public,6,8,,
1433215, CHRISTCHURCH SCHOOL, 49 SEAHORSE LN, CHRISTCHURCH, VA 23031, (804) 758-2306, ξξ-ξξMIDDLESEX COUNTY, Private,9,12,,
510165000689, RANDOLPH ELEM., 1552 SHEPPARD TOWN RD, CROZIER, VA 23039, (804) 556-5385, ξξ-ξξGOOCHLAND COUNTY COUNTY, Public, KG,5,,
A9904400, SALEM CHRISTIAN SCHOOL, 1701 CARDWELL RD, CROZIER, VA 23039, (804) 784-4171, ξξ-ξξGOOCHLAND COUNTY, Private, PK,12,,
510108000383, CUMBERLAND ELEM, PO BOX 190, CUMBERLAND, VA 23040, (804) 492-4212, ξξ-ξξCUMBERLAND COUNTY COUNTY, Public, PK,5,,
510108000057, CUMBERLAND HIGH, PO BOX 140, CUMBERLAND, VA 23040, (804) 492-4212, ξξ-ξξCUMBERLAND COUNTY COUNTY, Public,9,12,,
510108000058, CUMBERLAND MIDDLE, PO BOX 184, CUMBERLAND, VA 23040, (804) 492-4212, ξξ-ξξCUMBERLAND COUNTY COUNTY, Public,6,8,,
510138000089, FLUVANNA MIDDLE, 9172 JAMES MADISON HWY., FORK UNION, VA 23055, (434) 842-2222, ξξ-ξξFLUVANNA COUNTY COUNTY, Public,6,8,,
1433124, FORK UNION MILITARY ACADEMY, PO BOX 278, FORK UNION, VA 23055, (434) 842-4212, ξξ-ξξFLUVANNA COUNTY, Private,6,12,,
A0303197, ACADEMY OF ACADEMIC EXCELLENCE, PO BOX 4232, GLEN ALLEN, VA 23058, (804) 740-6500, ξξ-ξξHENRICO COUNTY, Private, PK,4,,
510189002756, COLONIAL TRAIL ELEM, 12101 BACOVA DRIVE, GLEN ALLEN, VA 23059, (804) 364-0055, ξξ-ξξHENRICO COUNTY COUNTY, Public, KG,5,,
510189002278, DEEP RUN HIGH, 4801 TWIN HICKORY RD., GLEN ALLEN, VA 23059, (804) 364-8000, ξξ-ξξHENRICO COUNTY COUNTY, Public,9,12,,
510189002441, GREENWOOD ELEM., 10960 GREENWOOD RD., GLEN ALLEN, VA 23059, (804) 261-2970, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
510189002410, RIVERS EDGE ELEM., 11600 HOLMAN RIDGE RD., GLEN ALLEN, VA 23059, (804) 935-6760, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
510189000133, SHADY GROVE ELEM., 12200 WYNDHAM LAKE DR, GLEN ALLEN, VA 23059, (804) 360-0825, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
510189002536, TWIN HICKORY ELEM, 4900 TWIN HICKORY LAKE DR, GLEN ALLEN, VA 23059, (804) 360-4700, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
A0971805, THE GODDARD SCHOOL - NUCKOLS, 11393 NUCKOLS RD, GLEN ALLEN, VA 23059, (804) 270-0901, ξξ-ξξHENRICO COUNTY, Private, PK,KG,,
510189000805, ACADEMY AT VIRGINIA RANDOLPH, 2204 MOUNTAIN RD, GLEN ALLEN, VA 23060, (804) 261-5085, ξξ-ξξHENRICO COUNTY COUNTY, Public, N ,N ,,
510189002841, CENTER FOR DIVERSIFIED STUDIES, 2204 MOUNTAIN ROAD, GLEN ALLEN, VA 23060, (804) 652-3717, ξξ-ξξHENRICO COUNTY COUNTY, Public, N ,N ,,
510189001912, ECHO LAKE ELEM., 5200 FRANCISTOWN RD, GLEN ALLEN, VA 23060, (804) 527-4672, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
510189002840, EVENING SCHOOL OF EXCELLENCE, 2204 MOUNTAIN RD., GLEN ALLEN, VA 23060, (804) 652-3717, ξξ-ξξHENRICO COUNTY COUNTY, Public, N ,N ,,
510189000801, GLEN ALLEN ELEM., 11101 MILL RD, GLEN ALLEN, VA 23060, (804) 756-3040, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
510189002837, GLEN ALLEN HIGH, 10700 STAPLES MILL ROAD, GLEN ALLEN, VA 23060, (804) 652-3826, ξξ-ξξHENRICO COUNTY COUNTY, Public,9,12,,
510189002440, HUNGARY CREEK MIDDLE, 4909 FRANCISTOWN RD., GLEN ALLEN, VA 23060, (804) 527-2640, ξξ-ξξHENRICO COUNTY COUNTY, Public,6,8,,
510189000816, LONGDALE ELEM., 9500 NORFOLK ST, GLEN ALLEN, VA 23060, (804) 261-5095, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
510189001908, NEW START - BASIC ALT. CTR., 2206 MOUNTAIN RD, GLEN ALLEN, VA 23060, (804) 553-8236, ξξ-ξξHENRICO COUNTY COUNTY, Public, N ,N ,,
510189002842, PACE, 2204 MOUNTAIN ROAD, GLEN ALLEN, VA 23060, (804) 652-3717, ξξ-ξξHENRICO COUNTY COUNTY, Public, N ,N ,,
510189000123, SHORT PUMP MIDDLE, 4701 POUNCEY TRACT RD, GLEN ALLEN, VA 23060, (804) 360-0800, ξξ-ξξHENRICO COUNTY COUNTY, Public,6,8,,
510189001384, SPRINGFIELD PARK ELEM., 4301 FORT MCHENRY PKWY, GLEN ALLEN, VA 23060, (804) 527-4630, ξξ-ξξHENRICO COUNTY COUNTY, Public, PK,5,,
