360008005528, HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS, 15 PENN PLAZA #15, NEW YORK, NY 10001, (646) 812-9399, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,12,,
939786, THE MASTERS SCHOOL, 49 CLINTON AVE, DOBBS FERRY, NY 10522, (914) 479-6410, ξξ-ξξWESTCHESTER COUNTY, Private,5,12,,
361065000837, ALEXANDER HAMILTON HIGH SCHOOL, 98 S GOODWIN AVE, ELMSFORD, NY 10523, (914) 592-7311, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,7,12,,
361065000838, ALICE E GRADY ELEMENTARY SCHOOL, 45 COBB LN, ELMSFORD, NY 10523, (914) 592-8962, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,2,6,,
361065000839, CARL L DIXSON ELEMENTARY SCHOOL, 22 S HILLSIDE AVE, ELMSFORD, NY 10523, (914) 592-2092, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,1,,
922116, OUR LADY OF MOUNT CARMEL SCHOOL, 59 E MAIN ST, ELMSFORD, NY 10523, (914) 592-7575, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
361186000948, GARRISON SCHOOL, PO BOX 193, GARRISON, NY 10524, (845) 424-3689, ξξ-ξξPUTNAM COUNTY COUNTY, Public, KG,8,,
361374001121, HARRISON AVENUE ELEMENTARY SCHOOL, 480 HARRISON AVE, HARRISON, NY 10528, (914) 630-3192, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361374001122, HARRISON HIGH SCHOOL, 255 UNION AVE, HARRISON, NY 10528, (914) 630-3094, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
361374001123, LOUIS M KLEIN MIDDLE SCHOOL, 50 UNION AVE, HARRISON, NY 10528, (914) 630-3033, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
361374001124, PARSONS MEMORIAL SCHOOL, 200 HALSTEAD AVE, HARRISON, NY 10528, (914) 630-3222, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361272001047, EARLY CHILDHOOD PROGRAM, 475 W HARTSDALE AVE, HARTSDALE, NY 10530, (914) 949-2745, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,PK,,
361272001045, HIGHVIEW SCHOOL, 200 N CENTRAL AVE, HARTSDALE, NY 10530, (914) 946-6946, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,2,3,,
361272000379, WOODLANDS MIDDLE SCHOOL, 475 W HARTSDALE AVE, HARTSDALE, NY 10530, (914) 761-6052, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,7,8,,
361272001050, WOODLANDS SENIOR HIGH SCHOOL, 475 W HARTSDALE AVE, HARTSDALE, NY 10530, (914) 761-6052, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
921076, MARIA REGINA HIGH SCHOOL, 500 W HARTSDALE AVE, HARTSDALE, NY 10530, (914) 761-3300, ξξ-ξξWESTCHESTER COUNTY, Private,9,12,,
921087, SACRED HEART SCHOOL, 59 WILSON ST, HARTSDALE, NY 10530, (914) 946-7242, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
A0502564, THE SOLOMON SCHECHTER SCHOOL OF WESTCHESTER, 555 W HARTSDALE AVE, HARTSDALE, NY 10530, (914) 948-8333, ξξ-ξξWESTCHESTER COUNTY, Private, KG,12,,
361407001515, HAWTHORNE CEDAR KNOLLS JUNIOR HIGH SCHOOL, 226 LINDA AVE, HAWTHORNE, NY 10532, (914) 749-2964, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,4,8,,
361407001149, HAWTHORNE CEDAR KNOLLS SR/JR HIGH SCHOOL, 226 LINDA AVE, HAWTHORNE, NY 10532, (914) 749-2939, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,12,,
362016001847, HAWTHORNE ELEMENTARY SCHOOL, 225 MEMORIAL DR, HAWTHORNE, NY 10532, (914) 769-8536, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,2,,
361407001517, LINDEN HILL SCHOOL, 226 LINDA AVE, HAWTHORNE, NY 10532, (914) 749-2977, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,7,12,,
A0502475, HAWTHORNE COUNTRY DAY SCHOOL, 5 BRADHURST AVE, HAWTHORNE, NY 10532, (914) 592-8526, ξξ-ξξWESTCHESTER COUNTY, Private, PK,PK,,
360230004429, ABBOTT SCHOOL, 100 N BROADWAY, IRVINGTON, NY 10533, (914) 591-7151, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,2,8,,
361545004903, DOWS LANE (K-3) SCHOOL, , 6 DOWS LN, IRVINGTON, NY 10533, (914) 591-6012ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,3,,
361545001313, IRVINGTON HIGH SCHOOL, 40 N BROADWAY, IRVINGTON, NY 10533, (914) 591-8648, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
361545001314, IRVINGTON MIDDLE SCHOOL, 40 N BROADWAY, IRVINGTON, NY 10533, (914) 591-9494, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
361545001312, MAIN STREET SCHOOL SCHOOL (4-5), 101 MAI, N ST, IRVINGTON, NY 10533, (914) 591-1961ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,4,5,,
1607421, JOHN CARDINAL OCONNOR SCHOOL, 16 N BROADWAY, IRVINGTON, NY 10533, (914) 591-9330, ξξ-ξξWESTCHESTER COUNTY, Private,3,8,,
A0502578, MONTFORT ACADEMY, 99 VALLEY RD, KATONAH, NY 10536, (914) 767-0325, ξξ-ξξWESTCHESTER COUNTY, Private,9,12,,
A9303894, THE HARVEY SCHOOL, 260 JAY ST, KATONAH, NY 10536, (914) 232-3161, ξξ-ξξWESTCHESTER COUNTY, Private,6,12,,
361824001644, CENTRAL SCHOOL, 1100 PALMER AVE, LARCHMONT, NY 10538, (914) 220-3400, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361824001645, CHATSWORTH AVENUE SCHOOL, 34 CHATSWORTH AVE, LARCHMONT, NY 10538, (914) 220-3500, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361824001646, HOMMOCKS SCHOOL, 10 HOMMOCKS RD, LARCHMONT, NY 10538, (914) 220-3300, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
361824001649, MURRAY AVENUE SCHOOL, 250 MURRAY AVE, LARCHMONT, NY 10538, (914) 220-3700, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
A0701614, FRENCH-AMERICAN SCHOOL, 111 LARCHMONT AVE, LARCHMONT, NY 10538, (914) 250-0408, ξξ-ξξWESTCHESTER COUNTY, Private, PK,12,,
362718003700, PRIMROSE SCHOOL, PO BOX 630, LINCOLNDALE, NY 10540, (914) 248-8888, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,2,,
362718003703, SOMERS SENIOR HIGH SCHOOL, PO BX 640, LINCOLNDALE, NY 10540, (914) 248-8585, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
A0902311, LINCOLN HALL IVES SCHOOL, PO BOX 600, LINCOLNDALE, NY 10540, (914) 248-7474, ξξ-ξξWESTCHESTER COUNTY, Private, Ungraded,Ungraded,,
361812001620, AUSTIN ROAD ELEMENTARY SCHOOL, 390 AUSTIN RD, MAHOPAC, NY 10541, (845) 628-1346, ξξ-ξξPUTNAM COUNTY COUNTY, Public,1,5,,
361812001621, FULMAR ROAD ELEMENTARY SCHOOL, 55 FULMAR RD, MAHOPAC, NY 10541, (845) 628-0440, ξξ-ξξPUTNAM COUNTY COUNTY, Public,1,5,,
361812001622, LAKEVIEW ELEMENTARY SCHOOL, 112 LAKEVIEW DR, MAHOPAC, NY 10541, (845) 628-3331, ξξ-ξξPUTNAM COUNTY COUNTY, Public, KG,5,,
361812004208, MAHOPAC FALLS ELEMENTARY SCHOOL, 100 MYRTLE AVE, MAHOPAC, NY 10541, (845) 621-0656, ξξ-ξξPUTNAM COUNTY COUNTY, Public, KG,KG,,
361812001624, MAHOPAC HIGH SCHOOL, 421 BALDWIN PL RD, MAHOPAC, NY 10541, (845) 628-3256, ξξ-ξξPUTNAM COUNTY COUNTY, Public,9,12,,
361812001625, MAHOPAC MIDDLE SCHOOL, 425 BALDWIN PL RD, MAHOPAC, NY 10541, (845) 621-1330, ξξ-ξξPUTNAM COUNTY COUNTY, Public,6,8,,
A9104892, HAMPTON SCHOOLS, 160 WIXON POND RD, MAHOPAC, NY 10541, (845) 628-6155, ξξ-ξξPUTNAM COUNTY, Private, PK,1,,
K9304167, HOLY COMMUNION PARISH DAY SCHOOL, 1055 ROUTE 6, MAHOPAC, NY 10541, (845) 628-6144, ξξ-ξξPUTNAM COUNTY, Private, PK,KG,,
A0107800, PINE GROVE COUNTRY DAY SCHOOL, 85 MYRTLE AVE, MAHOPAC, NY 10541, (845) 628-7500, ξξ-ξξPUTNAM COUNTY, Private, PK,KG,,
922386, ST JOHN THE EVANGELIST SCHOOL, 239 E LAKE BLVD, MAHOPAC, NY 10541, (845) 628-6464, ξξ-ξξPUTNAM COUNTY, Private, PK,8,,
2166698, HUDSON VALLEY CHRISTIAN ACADEMY, PO BOX 135, MAHOPAC FALLS, NY 10542, (845) 628-2775, ξξ-ξξPUTNAM COUNTY, Private, PK,6,,
362529002771, DANIEL WARREN ELEMENTARY SCHOOL, 1310 HARRISON AVE, MAMARONECK, NY 10543, (914) 777-5200, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,2,,
362529003494, F E BELLOWS ELEMENTARY SCHOOL, 200 CARROLL AVE, MAMARONECK, NY 10543, (914) 777-5200, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,3,5,,
361824001647, MAMARONECK AVENUE SCHOOL, 850 MAMARONECK AVE, MAMARONECK, NY 10543, (914) 220-3600, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,5,,
361824001648, MAMARONECK HIGH SCHOOL, 1000 W BOSTON POST RD, MAMARONECK, NY 10543, (914) 220-3100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362529003495, RYE NECK MIDDLE SCHOOL, 300 HORNIDGE RD, MAMARONECK, NY 10543, (914) 777-5200, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
362529003496, RYE NECK SENIOR HIGH SCHOOL, 300 HORNIDGE RD, MAMARONECK, NY 10543, (914) 777-5200, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
A9104818, FRENCH AMERICAN SCHOOL OF NEW YORK, 525 FENIMORE RD, MAMARONECK, NY 10543, (914) 250-0405, ξξ-ξξWESTCHESTER COUNTY, Private, PK,12,,
937439, WESTCHESTER DAY SCHOOL, 856 ORIENTA AVE, MAMARONECK, NY 10543, (914) 698-8900, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
AA001621, WESTCHESTER HEBREW HIGH SCHOOL, 856 ORIENTA AVE, MAMARONECK, NY 10543, (914) 698-0806, ξξ-ξξWESTCHESTER COUNTY, Private,9,12,,
361662001473, GEORGE WASHINGTON ELEMENTARY SCHOOL, 3634 LEXINGTON AVE, MOHEGAN LAKE, NY 10547, (914) 528-2021, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361662001478, VAN CORTLANDTVILLE SCHOOL, RT 6, MOHEGAN LAKE, NY 10547, (914) 528-1354, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361419001163, FRANK G LINDSEY ELEMENTARY SCHOOL, 57 TROLLEY RD, MONTROSE, NY 10548, (914) 257-5500, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361419001165, HENDRICK HUDSON HIGH SCHOOL, 2166 ALBANY POST RD, MONTROSE, NY 10548, (914) 257-5800, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
A9503039, MT AIRY NURSERY SCHOOL, PO BOX 463, MONTROSE, NY 10548, (914) 736-1447, ξξ-ξξWESTCHESTER COUNTY, Private, PK,KG,,
361995001824, MOUNT KISCO ELEMENTARY SCHOOL, 47 W HYATT AVE, MOUNT KISCO, NY 10549, (914) 666-2677, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,5,,
941886, KARAFIN SCHOOL, PO BOX 277, MOUNT KISCO, NY 10549, (914) 666-9211, ξξ-ξξWESTCHESTER COUNTY, Private,9,12,,
A0107935, TALMUD TORAH BAIS YECHIEL-NITRA, PO BOX 241, MOUNT KISCO, NY 10549, (914) 666-2087, ξξ-ξξKINGS COUNTY, Private, PK,9,,
944424, YESHIVA FARM SETTLEMENT SCHOOL, PO BOX 1050, MOUNT KISCO, NY 10549, (718) 387-0422, ξξ-ξξWESTCHESTER COUNTY, Private, PK,12,,
362010001841, CECIL H PARKER SCHOOL, 461 S 6TH AVE, MOUNT VERNON, NY 10550, (914) 665-5040, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,6,,
362010001832, COLUMBUS SCHOOL AT THE FRANKO BUILDING, 455 N HIGH ST, MOUNT VERNON, NY 10550, (914) 358-2700, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
362010001845, GRIMES SCHOOL, 58 S 10TH AVE, MOUNT VERNON, NY 10550, (914) 665-5020, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,6,,
362010001835, HAMILTON SCHOOL, 20 OAK ST, MOUNT VERNON, NY 10550, (914) 335-5050, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,6,,
362010004345, LONGFELLOW MIDDLE SCHOOL, 624 S 3RD AVE, MOUNT VERNON, NY 10550, (914) 665-5150, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,7,8,,
362010001838, LONGFELLOW SCHOOL, 625 S 4TH AVE, MOUNT VERNON, NY 10550, (914) 665-5100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
362010000365, NELSON MANDELA COMMUNITY HS AT COLUMBUS BLDG, 250 GRAMATAN AVE, MOUNT VERNON, NY 10550, (914) 358-2720, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362010005949, THORNTON HIGH SCHOOL, 121 S 6TH AVE, MOUNT VERNON, NY 10550, (914) 358-2740, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
A0902288, EMMANUEL CHILDREN'S MISSION SCHOOL, 32 S 5TH AVE, MOUNT VERNON, NY 10550, (914) 664-1810, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
2166745, FORTRESS CHRISTIAN ACADEMY, 51 N 10TH AVE, MOUNT VERNON, NY 10550, (914) 699-9039, ξξ-ξξWESTCHESTER COUNTY, Private, KG,12,,
1607374, OUR LADY OF VICTORY SCHOOL, 38 N 5TH AVE, MOUNT VERNON, NY 10550, (914) 667-4063, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
1607396, SACRED HEART SCHOOL, 71 SHARPE BLVD S, MOUNT VERNON, NY 10550, (914) 667-1734, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
362010001840, DAVIS MIDDLE SCHOOL, 350 GRAMATAN AVE, MOUNT VERNON, NY 10552, (914) 665-5120, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,7,8,,
362010001837, LINCOLN SCHOOL, 170 E LINCOLN AVE, MOUNT VERNON, NY 10552, (914) 665-5039, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,6,,
362010001839, MOUNT VERNON HIGH SCHOOL, 100 CALIFORNIA RD, MOUNT VERNON, NY 10552, (914) 665-5300, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362010001842, PENNINGTON SCHOOL, 20 FAIRWAY AVE, MOUNT VERNON, NY 10552, (914) 665-5105, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
362010001844, TRAPHAGEN SCHOOL, 72 LEXINGTON AVE, MOUNT VERNON, NY 10552, (914) 665-5060, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
A0107553, EXCELSIOR LEARNING CENTER, 675 E LINCOLN AVE, MOUNT VERNON, NY 10552, (914) 665-2231, ξξ-ξξWESTCHESTER COUNTY, Private, PK,KG,,
A9104916, MILESTONE SCHOOL, 70 BROAD ST W, FLEETWOOD, NY 10552, (914) 667-3478, ξξ-ξξWESTCHESTER COUNTY, Private, PK,4,,
1607385, SS PETER & PAUL SCHOOL125 , E BIRCH ST, MOUNT VERNON, NY 10552, (914) 664-1321, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
A0902424, WESTCHESTER MUSLIM CENTER, 22 BROOKFIELD RD, MOUNT VERNON, NY 10552, (914) 668-8786, ξξ-ξξWESTCHESTER COUNTY, Private, PK,6,,
362010001843, EDWARD WILLIAMS SCHOOL, 9 UNION LN, MOUNT VERNON, NY 10553, (914) 665-5070, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
362010001833, GRAHAM SCHOOL, 421 E 5TH ST, MOUNT VERNON, NY 10553, (914) 665-5080, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
362010001836, HOLMES SCHOOL, 195 N COLUMBUS AVE, MOUNT VERNON, NY 10553, (914) 665-5110, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,6,,
362118002991, NORTH SALEM MIDDLE SCHOOL/HIGH SCHOOL, 230 JUNE RD, NORTH SALEM, NY 10560, (914) 669-5414, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,12,,
362118002992, PEQUENAKONCK ELEMENTARY SCHOOL, 173 JUNE RD, NORTH SALEM, NY 10560, (914) 669-5317, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
AA001622, WESTCHESTER EXCEPTIONAL CHILDRENS SCHOOL, 520 ROUTE 22, NORTH SALEM, NY 10560, (914) 277-5533, ξξ-ξξWESTCHESTER COUNTY, Private, Ungraded,Ungraded,,
362202003118, ANNE M DORNER MIDDLE SCHOOL, VAN CORTLANDT AVE, OSSINING, NY 10562, (914) 762-5740, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
362202003119, BROOKSIDE SCHOOL, PINESBRIDGE RD, OSSINING, NY 10562, (914) 762-5780, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,1,2,,
362202003120, CLAREMONT SCHOOL, CLAREMONT RD, OSSINING, NY 10562, (914) 762-5830, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,3,4,,
362202003121, OSSINING HIGH SCHOOL, 29 S HIGHLAND AVE, OSSINING, NY 10562, (914) 762-5760, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362202003122, PARK SCHOOL, 22 EDWARD ST, OSSINING, NY 10562, (914) 762-5850, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,KG,,
362202004852, ROOSEVELT SCHOOL, 190 CROTON AVE, OSSINING, NY 10562, (914) 762-2682, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,5,5,,
A9702362, CARDINAL MCCLOSKEY SCHOOL, 155 N HIGHLAND AVE, OSSINING, NY 10562, (914) 762-5302, ξξ-ξξWESTCHESTER COUNTY, Private,3,12,,
919657, ST ANN'S PARISH SCHOOL, 16 ELIZABETH ST, OSSINING, NY 10562, (914) 941-0312, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
922728, ST AUGUSTINE SCHOOL, EAGLE PARK ROUTE 9, OSSINING, NY 10562, (914) 941-3849, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
362265003179, HILLCREST SCHOOL, 4 HORTON DR, PEEKSKILL, NY 10566, (914) 739-2284, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,4,5,,
362265003180, OAKSIDE SCHOOL, 200 DECATUR AVE, PEEKSKILL, NY 10566, (914) 737-1591, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,2,3,,
362265003181, PEEKSKILL HIGH SCHOOL, 1072 ELM ST, PEEKSKILL, NY 10566, (914) 737-0201, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362265004366, PEEKSKILL MIDDLE SCHOOL, 212 RINGGOLD ST, PEEKSKILL, NY 10566, (914) 737-4542, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
362265003184, WOODSIDE SCHOOL, DEPEW ST, PEEKSKILL, NY 10566, (914) 739-0093, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,1,,
921972, ASSUMPTION SCHOOL, 920 1ST ST, PEEKSKILL, NY 10566, (914) 737-0680, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
2048619, OHR HAMEIR SEMINARY - TIFERETH ISRAEL HIGH SCHOOL, PO BOX 2130, PEEKSKILL, NY 10566, (914) 736-1500, ξξ-ξξWESTCHESTER COUNTY, Private,9,12,,
361419001161, BLUE MOUNTAIN MIDDLE SCHOOL, PO BOX 14, CORTLANDT MANOR, NY 10567, (914) 257-5700, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
361419001164, FURNACE WOODS ELEMENTARY SCHOOL, 239 WATCH HILL RD, CORTLANDT MANOR, NY 10567, (914) 257-5600, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361662001479, WALTER PANAS HIGH SCHOOL, 300 CROTON AVE, CORTLANDT MANOR, NY 10567, (914) 739-2823, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
919271, ST COLUMBANUS SCHOOL, 122 OREGON RD, CORTLANDT MANOR, NY 10567, (914) 739-1200, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
362331003264, BEDFORD ROAD SCHOOL, 289 BEDFORD RD, PLEASANTVILLE, NY 10570, (914) 741-1440, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,4,,
360847000653, EDENWALD SCHOOL, PO BOX 8, PLEASANTVILLE, NY 10570, (914) 769-0456, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,10,,
360847000652, MOUNT PLEASANT COTTAGE SCHOOL, PO BOX 8, PLEASANTVILLE, NY 10570, (914) 769-0456, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,3,12,,
362331003265, PLEASANTVILLE HIGH SCHOOL, 60 ROMER AVE, PLEASANTVILLE, NY 10570, (914) 741-1420, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362331004745, PLEASANTVILLE MIDDLE SCHOOL, 40 ROMER AVE, PLEASANTVILLE, NY 10570, (914) 741-1450, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,5,8,,
362463003350, BLIND BROOK HIGH SCHOOL, 840 KING ST, RYE BROOK, NY 10573, (914) 937-3600, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362463005483, BLIND BROOK-RYE MIDDLE SCHOOL, 840 KING ST, RYE BROOK, NY 10573, (914) 937-3600, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
362463003351, BRUNO M PONTERIO RIDGE STREET SCHOOL, 390 N RIDGE ST, RYE BROOK, NY 10573, (914) 937-3600, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362346003273, JOHN F KENNEDY MAGNET SCHOOL, 40 OLIVIA ST, PORT CHESTER, NY 10573, (914) 934-7990, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362346003274, KING STREET SCHOOL, 697 KING ST, PORT CHESTER, NY 10573, (914) 934-7995, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362346003276, PARK AVENUE SCHOOL, PARK AVE, PORT CHESTER, NY 10573, (914) 934-7895, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362346003277, PORT CHESTER MIDDLE SCHOOL, 113 BOWMAN AVE, PORT CHESTER, NY 10573, (914) 934-7930, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
362346003278, PORT CHESTER SENIOR HIGH SCHOOL, 1 TAMARACK RD, PORT CHESTER, NY 10573, (914) 934-7950, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362346003279, THOMAS A EDISON SCHOOL, 132 RECTORY ST, PORT CHESTER, NY 10573, (914) 934-7980, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
368096004664, WESTCHESTER BOCES, 17 BERKLEY DR, RYE BROOK, NY 10573, (914) 937-3820, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, N ,N ,,
919679, CORPUS CHRISTI SCHOOL, 135 S REGENT ST, PORT CHESTER, NY 10573, (914) 937-4407, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
361995001825, POUND RIDGE ELEMENTARY SCHOOL, 7 POUND RIDGE RD, POUND RIDGE, NY 10576, (914) 764-8133, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
361374001125, PURCHASE SCHOOL, 2995 PURCHASE ST, PURCHASE, NY 10577, (914) 630-3172, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
A9104882, KEIO ACADEMY OF NEW YORK, 3 COLLEGE RD, PURCHASE, NY 10577, (914) 694-4825, ξξ-ξξWESTCHESTER COUNTY, Private,9,12,,
A9503050, PURCHASE CHILDREN'S CENTER INC, 3095 PURCHASE ST, PURCHASE, NY 10577, (914) 948-2414, ξξ-ξξWESTCHESTER COUNTY, Private, PK,KG,,
362400003314, PUTNAM VALLEY ELEMENTARY SCHOOL, 171 OSCAWANA LAKE RD, PUTNAM VALLEY, NY 10579, (845) 528-8092, ξξ-ξξPUTNAM COUNTY COUNTY, Public, KG,4,,
362400004837, PUTNAM VALLEY HIGH SCHOOL, 146 PEEKSKILL HOLLOW RD, PUTNAM VALLEY, NY 10579, (845) 526-7847, ξξ-ξξPUTNAM COUNTY COUNTY, Public,9,12,,
362400003315, PUTNAM VALLEY MIDDLE SCHOOL, 142 PEEKSKILL HOLLOW RD, PUTNAM VALLEY, NY 10579, (845) 528-8101, ξξ-ξξPUTNAM COUNTY COUNTY, Public,5,8,,
A0971577, PINE GROVE CHILDREN'S CENTER OF PUTNAM VALLEY, 47 PEEKSKILL HOLLOW RD, PUTNAM VALLEY, NY 10579, (845) 528-1444, ξξ-ξξPUTNAM COUNTY, Private, PK,KG,,
362526003489, MIDLAND SCHOOL, MIDLAND AVE, RYE, NY 10580, (914) 967-6100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362526003490, MILTON SCHOOL, 12 HEWLETT ST, RYE, NY 10580, (914) 967-6100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362526003491, OSBORN SCHOOL, OSBORN RD, RYE, NY 10580, (914) 967-6100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, KG,5,,
362526003492, RYE HIGH SCHOOL, PARSONS ST, RYE, NY 10580, (914) 967-6100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,9,12,,
362526003493, RYE MIDDLE SCHOOL, PARSONS ST, RYE, NY 10580, (914) 967-6100, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public,6,8,,
919806, RESURRECTION SCHOOL, 116 MILTON RD, RYE, NY 10580, (914) 967-1218, ξξ-ξξWESTCHESTER COUNTY, Private, PK,8,,
939775, RYE COUNTRY DAY SCHOOL, CEDAR ST, RYE, NY 10580, (914) 925-4514, ξξ-ξξWESTCHESTER COUNTY, Private, PK,12,,
363192004268, CASIMIR PULASKI SCHOOL, 150 KINGS CROSS, YONKERS, NY 10583, (914) 376-8575, ξξ-ξξWESTCHESTER COUNTY COUNTY, Public, PK,8,,
