190309000006, ADAIR-CASEY ELEMENTARY SCHOOL, 3384 INDIGO AVE., ADAIR, IA 50002, (641) 746-2242, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
1508103, ST THOMAS AQUINAS ACADEMY-ELEMENTARY CAMPUS, 141 S WOOD AVE, PESHTIGO, WI 54157, (718) 582-4041, ŒæŒæ-ŒæŒæMARINETTE COUNTY, Private, PK,5,,,,,,,,,,,,,,,,,,,
551233001597, GLENBROOK ELEMENTARY, PO BOX 825, PULASKI, WI 54162, (920) 822-6100, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
551233001888, PULASKI COMMUNITY MIDDLE, 911 S SAINT AUGUSTINE ST, PULASKI, WI 54162, (920) 822-6500, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
551233001600, PULASKI HIGH, 1040 S SAINT AUGUSTINE ST, PULASKI, WI 54162, (920) 822-6700, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
1508985, ASSUMPTION BVM ELEMENTARY SCHOOL, 109 E PULASKI ST, PULASKI, WI 54162, (920) 822-5650, ŒæŒæ-ŒæŒæBROWN COUNTY, Private, PK,5,,,,,,,,,,,,,,,,,,,
551353001771, ROCK LEDGE ELEMENTARY, 330 W HICKORY ST, SEYMOUR, WI 54165, (920) 833-7380, ŒæŒæ-ŒæŒæOUTAGAMIE COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
551353001773, SEYMOUR HIGH, 10 CIRCLE DR, SEYMOUR, WI 54165, (920) 833-2306, ŒæŒæ-ŒæŒæOUTAGAMIE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551353001772, SEYMOUR MIDDLE, 10 CIRCLE DR, SEYMOUR, WI 54165, (920) 833-7199, ŒæŒæ-ŒæŒæOUTAGAMIE COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
551362001779, BRENER ELEMENTARY, 1300 S UNION ST, SHAWANO, WI 54166, (715) 524-2131, ŒæŒæ-ŒæŒæSHAWANO COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
551362002819, HILLCREST PRIMARY SCHOOL, 1410 S WAUKECHON ST, SHAWANO, WI 54166, (715) 524-2134, ŒæŒæ-ŒæŒæSHAWANO COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
551362001775, SHAWANO COMMUNITY MIDDLE, 1050 S UNION ST, SHAWANO, WI 54166, (715) 526-2192, ŒæŒæ-ŒæŒæSHAWANO COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
551362001780, SHAWANO HIGH, 220 COUNTY ROAD B, SHAWANO, WI 54166, (715) 526-2175, ŒæŒæ-ŒæŒæSHAWANO COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
1513871, DIVINE SAVIOR LUTHERAN SCHOOL, 102 NORTHRIDGE DR, SHAWANO, WI 54166, (715) 526-3709, ŒæŒæ-ŒæŒæSHAWANO COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1509297, SACRED HEART CATHOLIC SCHOOL, 124 E CENTER ST, SHAWANO, WI 54166, (715) 526-5328, ŒæŒæ-ŒæŒæSHAWANO COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1511557, ST JAMES LUTHERAN SCHOOL, 324 S ANDREWS ST, SHAWANO, WI 54166, (715) 524-4213, ŒæŒæ-ŒæŒæSHAWANO COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
A0303388, ST JOHN-SACRED HEART SCHOOL, N361 MILITARY RD, SHERWOOD, WI 54169, (920) 989-1373, ŒæŒæ-ŒæŒæCALUMET COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
551377001807, SHIOCTON ELEMENTARY, PO BOX 68, SHIOCTON, WI 54170, (920) 986-3351, ŒæŒæ-ŒæŒæOUTAGAMIE COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
551377001808, SHIOCTON HIGH, PO BOX 68, SHIOCTON, WI 54170, (920) 986-3351, ŒæŒæ-ŒæŒæOUTAGAMIE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551233001601, SUNNYSIDE ELEMENTARY, 720 COUNTY ROAD C, SOBIESKI, WI 54171, (920) 822-6200, ŒæŒæ-ŒæŒæOCONTO COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
550663002709, BAY HARBOR ELEMENTARY, 1590 HARBOR LIGHTS RD, SUAMICO, WI 54173, (920) 662-8800, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
551470001921, SURING ELEMENTARY, PO BOX 158, SURING, WI 54174, (920) 842-2181, ŒæŒæ-ŒæŒæOCONTO COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
551470001922, SURING HIGH, PO BOX 158, SURING, WI 54174, (920) 842-2182, ŒæŒæ-ŒæŒæOCONTO COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
1511568, ST JOHN LUTHERAN CHURCH & SCHOOL8905,  SAINT JOHNS RD, SURING, WI 54174, (920) 842-4443, ŒæŒæ-ŒæŒæOCONTO COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
551593002067, WAUSAUKEE ELEMENTARY, PO BOX 258, WAUSAUKEE, WI 54177, (715) 856-5152, ŒæŒæ-ŒæŒæMARINETTE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
551593002068, WAUSAUKEE HIGH, PO BOX 258, WAUSAUKEE, WI 54177, (715) 856-5151, ŒæŒæ-ŒæŒæMARINETTE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551593002069, WAUSAUKEE JUNIOR HIGH, PO BOX 258, WAUSAUKEE, WI 54177, (715) 856-5151, ŒæŒæ-ŒæŒæMARINETTE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
551719002228, WRIGHTSTOWN ELEMENTARY, PO BOX 128, WRIGHTSTOWN, WI 54180, (920) 532-4818, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
551719002229, WRIGHTSTOWN HIGH, PO BOX 128, WRIGHTSTOWN, WI 54180, (920) 532-0525, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551719000280, WRIGHTSTOWN MIDDLE, PO BOX 128, WRIGHTSTOWN, WI 54180, (920) 532-5553, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
1508067, ST CLARE CATHOLIC SCHOOL, PO BOX 177, WRIGHTSTOWN, WI 54180, (920) 532-4833, ŒæŒæ-ŒæŒæBROWN COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1512197, ST JOHN EVANGELICAL LUTHERAN SCHOOL, 261 CLAY ST, WRIGHTSTOWN, WI 54180, (920) 532-4361, ŒæŒæ-ŒæŒæBROWN COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
550015000015, ALGOMA ELEMENTARY, 514 FREMONT ST, ALGOMA, WI 54201, (920) 487-7001, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
550015000016, ALGOMA HIGH, 1715 DIVISION ST, ALGOMA, WI 54201, (920) 487-7001, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
1508034, ST MARY SCHOOL, 214 CHURCH ST, ALGOMA, WI 54201, (920) 487-5004, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1513441, ST PAULS EVANGELICAL LUTHERAN SCHOOL, 1115 DIVISION ST, ALGOMA, WI 54201, (920) 487-5712, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
A0110302, WINGS OF EAGLES CHRISTIAN ACADEMY, 916 FELD ST, ALGOMA, WI 54201, (920) 487-3186, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private,3,11,,,,,,,,,,,,,,,,,,,
551413001833, SOUTHERN DOOR ELEMENTARY, 2073 COUNTY TRUNK DK, BRUSSELS, WI 54204, (920) 825-7321, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
551413001834, SOUTHERN DOOR HIGH, 2073 COUNTY TRUNK DK, BRUSSELS, WI 54204, (920) 825-7333, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551413001835, SOUTHERN DOOR MIDDLE, 2073 COUNTY TRUNK DK, BRUSSELS, WI 54204, (920) 825-7321, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
550834000917, LUXEMBURG-CASCO MIDDLE, 619 CHURCH AVE, CASCO, WI 54205, (920) 837-2205, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
1508781, HOLY TRINITY SCHOOL, 510 CHURCH AVE, CASCO, WI 54205, (920) 837-7531, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private, PK,6,,,,,,,,,,,,,,,,,,,
550366000346, DENMARK EARLY CHILDHOOD CTR, 450 N WALL ST, DENMARK, WI 54208, (920) 863-4175, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public, PK,KG,,,,,,,,,,,,,,,,,,,
550366000387, DENMARK ELEMENTARY, 450 N WALL ST, DENMARK, WI 54208, (920) 863-4050, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,1,5,,,,,,,,,,,,,,,,,,,
550366002514, DENMARK EMPOWERMENT CHARTER SCHOOL, 450 N WALL ST, DENMARK, WI 54208, (920) 863-4153, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,8,12,,,,,,,,,,,,,,,,,,,
550366000388, DENMARK HIGH, 450 N WALL ST, DENMARK, WI 54208, (920) 863-4200, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
550366000389, DENMARK MIDDLE, 450 N WALL ST, DENMARK, WI 54208, (920) 863-4100, ŒæŒæ-ŒæŒæBROWN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
1508249, ALL SAINTS SCHOOL, PO BOX 787, DENMARK, WI 54208, (920) 863-2449, ŒæŒæ-ŒæŒæBROWN COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1515879, ZION LUTHERAN SCHOOL, 3937 COUNTY ROAD V, EGG HARBOR, WI 54209, (920) 743-2325, ŒæŒæ-ŒæŒæDOOR COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
550522002245, GIBRALTAR ELEMENTARY, 3924 HIGHWAY 42, FISH CREEK, WI 54212, (920) 868-3284, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
550522000561, GIBRALTAR HIGH, 3924 HIGHWAY 42, FISH CREEK, WI 54212, (920) 868-3284, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
550522001456, GIBRALTAR MIDDLE, 3924 HIGHWAY 42, FISH CREEK, WI 54212, (920) 868-3284, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
550741002592, KEWAUNEE ELEMENTARY SCHOOL, 921 3RD ST, KEWAUNEE, WI 54216, (920) 388-2458, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
550741000841, KEWAUNEE HIGH, 911 3RD ST, KEWAUNEE, WI 54216, (920) 388-2951, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
550741002722, KEWAUNEE INTERMEDIATE, 921 3RD ST, KEWAUNEE, WI 54216, (920) 388-2458, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
550741001726, KEWAUNEE MIDDLE SCHOOL, 921 3RD ST, KEWAUNEE, WI 54216, (920) 388-2458, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
550741002768, LAKESHORE ALTERNATIVE SCHOOL, 915 SECOND ST, KEWAUNEE, WI 54216, (920) 388-3230, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
1508442, HOLY ROSARY ELEMENTARY SCHOOL, 519 KILBOURN ST, KEWAUNEE, WI 54216, (920) 388-2431, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
550834000918, LUXEMBURG-CASCO HIGH, PO BOX 410, LUXEMBURG, WI 54217, (920) 845-2336, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
550834000916, LUXEMBURG-CASCO INTERMEDIATE, PO BOX 70, LUXEMBURG, WI 54217, (920) 845-2371, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public,3,6,,,,,,,,,,,,,,,,,,,
550834002525, LUXEMBURG-CASCO PRIMARY, PO BOX 220, LUXEMBURG, WI 54217, (920) 845-2315, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
1508486, ST MARYS SCHOOL, 1406 MAIN ST, LUXEMBURG, WI 54217, (920) 845-2224, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private, KG,6,,,,,,,,,,,,,,,,,,,
1511579, ST PAUL LUTHERAN SCHOOL, N4118 COUNTY ROAD AB, LUXEMBURG, WI 54217, (920) 845-2095, ŒæŒæ-ŒæŒæKEWAUNEE COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
550861000973, FRANKLIN ELEMENTARY, 800 S 35TH ST, MANITOWOC, WI 54220, (920) 683-4751, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
550861000974, JACKSON ELEMENTARY, 1201 N 18TH ST, MANITOWOC, WI 54220, (920) 683-4752, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
550861000975, JEFFERSON ELEMENTARY, 1415 DIVISION ST, MANITOWOC, WI 54220, (920) 683-4753, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
550861000976, LINCOLN HIGH, 1433 S 8TH ST, MANITOWOC, WI 54220, (920) 683-4761, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
550861000977, MADISON ELEMENTARY, 701 N 4TH ST, MANITOWOC, WI 54220, (920) 683-4754, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
550861002714, MANITOWOC COUNTY COMPREHENSIVE CHARTER SCHOOL, 1010 HURON ST, MANITOWOC, WI 54220, (920) 683-4780, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,8,,,,,,,,,,,,,,,,,,,
550861002701, MCKINLEY ACADEMY, 1010 HURON ST, MANITOWOC, WI 54220, (920) 683-4780, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
550861000978, MONROE ELEMENTARY, 2502 S 14TH ST, MANITOWOC, WI 54220, (920) 683-4755, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
550861002436, RIVERVIEW ELEMENTARY, 4400 MICHIGAN AVE, MANITOWOC, WI 54220, (920) 683-4750, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public, PK,KG,,,,,,,,,,,,,,,,,,,
550861000979, STANGEL ELEMENTARY, 1002 E CEDAR AVE, MANITOWOC, WI 54220, (920) 683-4756, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
550861000980, WASHINGTON JUNIOR HIGH, 2101 DIVISION ST, MANITOWOC, WI 54220, (920) 683-4857, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,7,9,,,,,,,,,,,,,,,,,,,
550861000981, WILSON JUNIOR HIGH, 1201 N 11TH ST, MANITOWOC, WI 54220, (920) 683-4759, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,7,9,,,,,,,,,,,,,,,,,,,
A9703639, ASHLING MONTESSORI SCHOOL INC, 2005 JOHNSTON DR, MANITOWOC, WI 54220, (920) 684-8864, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,KG,,,,,,,,,,,,,,,,,,,
1512834, BETHANY EVANGELICAL LUTHERAN SCHOOL, 3209 MEADOW LN, MANITOWOC, WI 54220, (920) 684-9777, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
1515336, FIRST GERMAN EVANGELICAL LUTHERAN SCHOOL, 1025 S 8TH ST, MANITOWOC, WI 54220, (920) 682-7021, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1512277, IMMANUEL LUTHERAN SCHOOL, 916 PINE ST, MANITOWOC, WI 54220, (920) 684-3404, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1513419, MANITOWOC LUTHERAN HIGH SCHOOL, 4045 LANCER CIR, MANITOWOC, WI 54220, (920) 682-0215, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private,9,12,,,,,,,,,,,,,,,,,,,
1508136, RONCALLI HIGH SCHOOL, 2000 MIRRO DR, MANITOWOC, WI 54220, (920) 682-8801, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private,9,12,,,,,,,,,,,,,,,,,,,
1508555, ST FRANCES CABRINI MIDDLE SCHOOL, 2109 MARSHALL ST, MANITOWOC, WI 54220, (920) 683-6884, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private,6,8,,,,,,,,,,,,,,,,,,,
A9504561, ST FRANCIS OF ASSISI SCHOOL-DE SALES CAMPUS, 1408 WALDO BLVD, MANITOWOC, WI 54220, (920) 683-6892, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, KG,5,,,,,,,,,,,,,,,,,,,
1508522, ST FRANCIS OF ASSISI SCHOOL-XAVIER CAMPUS, 1418 GRAND AVE, MANITOWOC, WI 54220, (920) 683-6888, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,5,,,,,,,,,,,,,,,,,,,
1513408, ST JOHNS LUTHERAN SCHOOL, 7531A ENGLISH LAKE RD, MANITOWOC, WI 54220, (920) 758-2633, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
550861002796, MANITOWOC COUNTY JUVENILE DETENTION CENTER, PO BOX 1657, MANITOWOC, WI 54221, (920) 683-5038, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
A0303389, ST JOHN LUTHERAN SCHOOL, 14323 MARIBEL RD, MARIBEL, WI 54227, (920) 863-2850, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
550975001283, MISHICOT HIGH, PO BOX 280, MISHICOT, WI 54228, (920) 755-2311, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
550975001347, MISHICOT MIDDLE, PO BOX 280, MISHICOT, WI 54228, (920) 755-2808, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
550975002273, SCHULTZ ELEMENTARY, 510 WOODLAWN DR, MISHICOT, WI 54228, (920) 755-2041, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
A9106975, ST PETERS LUTHERAN SCHOOL, 325 RANDOLPH ST, MISHICOT, WI 54228, (920) 755-3857, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
551269001669, REEDSVILLE ELEMENTARY, PO BOX 340, REEDSVILLE, WI 54230, (920) 754-4345, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
551269001670, REEDSVILLE HIGH, PO BOX 340, REEDSVILLE, WI 54230, (920) 754-4341, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551269001671, REEDSVILLE MIDDLE, PO BOX 340, REEDSVILLE, WI 54230, (920) 754-4345, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
1513113, ST JOHN-ST JAMES LUTHERAN SCHOOL, 223 MANITOWOC ST, REEDSVILLE, WI 54230, (920) 754-4432, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1508759, ST MARY/ST MICHAEL SCHOOL, 19 S COUNTY ROAD J, CATO, WI 54230, (920) 775-4366, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1509027, ST GREGORY SCHOOL, PO BOX 199, SAINT NAZIANZ, WI 54232, (920) 773-2530, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
551461001392, SAWYER ELEMENTARY, 60 WILLOW DR, STURGEON BAY, WI 54235, (920) 746-2818, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,1,2,,,,,,,,,,,,,,,,,,,
551350001767, SEVASTOPOL ELEMENTARY, 4550 HIGHWAY 57, STURGEON BAY, WI 54235, (920) 743-6282, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public, KG,6,,,,,,,,,,,,,,,,,,,
551350001768, SEVASTOPOL HIGH, 4550 HIGHWAY 57, STURGEON BAY, WI 54235, (920) 743-6282, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551350000496, SEVASTOPOL JUNIOR HIGH, 4550 HIGHWAY 57, STURGEON BAY, WI 54235, (920) 743-6282, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
551350000229, SEVASTOPOL PRE-SCHOOL, 4550 HIGHWAY 57, STURGEON BAY, WI 54235, (920) 743-6282, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public, PK,PK,,,,,,,,,,,,,,,,,,,
551461001894, STURGEON BAY HIGH, 1230 MICHIGAN ST, STURGEON BAY, WI 54235, (920) 746-2800, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551461001895, SUNRISE ELEMENTARY, 1414 RHODE ISLAND ST, STURGEON BAY, WI 54235, (920) 746-2815, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
551461001896, SUNSET ELEMENTARY, 827 N 8TH AVE, STURGEON BAY, WI 54235, (920) 746-2812, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public, PK,KG,,,,,,,,,,,,,,,,,,,
551461002322, WALKER MIDDLE, 19 N 14TH AVE, STURGEON BAY, WI 54235, (920) 746-2810, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
A9904517, PENINSULA CHRISTIAN SCHOOL, 1715 MICHIGAN ST, STURGEON BAY, WI 54235, (920) 743-6065, ŒæŒæ-ŒæŒæDOOR COUNTY, Private,4,12,,,,,,,,,,,,,,,,,,,
1508078, ST JOHN BOSCO CATHOLIC SCHOOL, 15 N ELGIN AVE, STURGEON BAY, WI 54235, (920) 743-4144, ŒæŒæ-ŒæŒæDOOR COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
2119524, ST PETERS LUTHERAN SCHOOL, 108 W MAPLE ST, STURGEON BAY, WI 54235, (920) 743-4432, ŒæŒæ-ŒæŒæDOOR COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
551512001960, CLARKE MIDDLE, 4608 BELLEVUE PL, TWO RIVERS, WI 54241, (920) 794-1614, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
551512001959, KOENIG ELEMENTARY, 1114 LOWELL ST, TWO RIVERS, WI 54241, (920) 794-7522, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
551512002627, MAGEE ELEMENTARY, 3502 GLENWOOD ST, TWO RIVERS, WI 54241, (920) 793-1118, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
551512001962, TWO RIVERS HIGH, 4519 LINCOLN AVE, TWO RIVERS, WI 54241, (920) 793-2291, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
1512379, ST JOHN'S LUTHERAN SCHOOL, 3607 45TH ST, TWO RIVERS, WI 54241, (920) 793-5001, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
1603926, ST PETER THE FISHERMAN CATHOLIC SCHOOL, 1322 33RD ST, TWO RIVERS, WI 54241, (920) 794-7622, ŒæŒæ-ŒæŒæMANITOWOC COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
551521001966, VALDERS ELEMENTARY, 331 W WILSON ST, VALDERS, WI 54245, (920) 775-9510, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
551521001967, VALDERS HIGH, 201 W WILSON ST, VALDERS, WI 54245, (920) 775-9530, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
551521001968, VALDERS MIDDLE, 138 JEFFERSON ST, VALDERS, WI 54245, (920) 775-9520, ŒæŒæ-ŒæŒæMANITOWOC COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
551557001986, WASHINGTON ISLAND ELEMENTARY, 888 MAIN RD, WASHINGTON ISLAND, WI 54246, (920) 847-2507, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public, KG,8,,,,,,,,,,,,,,,,,,,
551557001987, WASHINGTON ISLAND HIGH, 888 MAIN RD, WASHINGTON ISLAND, WI 54246, (920) 847-2507, ŒæŒæ-ŒæŒæDOOR COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
