420606005217, CLARION AREA EL SCH, 800 BOUNDARY ST, CLARION, PA 16214, (814) 226-8118, ξξ-ξξCLARION COUNTY COUNTY, Public, PK,6,,,
421629002939, K M SMITH EL SCH, 25 ROBERT ST, NANTICOKE, PA 18634, (570) 735-3740, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,1,,,
420348006349, NESCOPECK EL SCH, 315 DEWEY ST, NESCOPECK, PA 18635, (570) 759-6426, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
421920006385, PITTSTON AREA MS, 120 NEW STREET, PITTSTON, PA 18640, (570) 655-2927, ξξ-ξξLUZERNE COUNTY COUNTY, Public,6,8,,,
421920000666, PITTSTON AREA PRI CTR, 210 ROCK STREET, PITTSTON, PA 18640, (570) 655-3785, ξξ-ξξLUZERNE COUNTY COUNTY, Public,1,2,,,
421920005058, PITTSTON AREA SHS, 5 STOUT STREET YATESVILLE, PITTSTON, PA 18640, (570) 654-3541, ξξ-ξξLUZERNE COUNTY COUNTY, Public,9,12,,,
421920006622, PITTSTON CITY INTRMD CTR, 110 NEW STREET, PITTSTON, PA 18640, (570) 654-7176, ξξ-ξξLUZERNE COUNTY COUNTY, Public,3,5,,,
K9305051, HUMPTY DUMPTY KOLLEGE, 107 NEW ST, PITTSTON, PA 18640, (570) 654-2851, ξξ-ξξLUZERNE COUNTY, Private, PK,KG,,,
1195096, ST MARY ASSUMPTION SCHOOL, 41 CARROLL ST, PITTSTON, PA 18640, (570) 654-8313, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
421920002943, BEN FRANKLIN KDG CTR, 611 WALNUT STREET, DUPONT, PA 18641, (570) 654-0503, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,KG,,,
1194864, HOLY ROSARY ELEMENTARY SCHOOL, 125 STEPHENSON ST, DURYEA, PA 18642, (570) 457-2553, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
422673002875, KENNEDY EL CTR, 50 PENN AVE, EXETER, PA 18643, (570) 655-2146, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,4,,,
422673009972, MONTGOMERY AVENUE EL SCH, 100 MONTGOMERY AVENUE, WEST PITTSTON, PA 18643, (570) 654-1404, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422673006388, SARA J DYMOND EL SCH, SUTTON CREEK ROAD, PITTSTON, PA 18643, (570) 388-6527, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422673006390, WYOMING AREA SEC CTR, 20 MEMORIAL ST, EXETER, PA 18643, (570) 655-2836, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,12,,,
A0702013, SUNSHINE LEARNING CENTER, 1308 WYOMING AVE, EXETER, PA 18643, (570) 655-1300, ξξ-ξξLUZERNE COUNTY, Private, PK,KG,,,
2121613, WYOMING AREA CATHOLIC SCHOOL, 1690 WYOMING AVE, EXETER, PA 18643, (570) 654-7253, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
422673002874, TENTH STREET EL SCH, 55 TENTH STREET, WYOMING, PA 18644, (570) 693-1914, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
A0108937, MILESTONES ACHIEVEMENT CENTER, 1150 WYOMING AVE, WYOMING, PA 18644, (570) 714-2350, ξξ-ξξLUZERNE COUNTY, Private, KG,12,,,
422595006903, MAIN EL CTR, 165 WEST MAIN STREET, PLYMOUTH, PA 18651, (570) 779-9529, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
422595006391, WYOMING VALLEY WEST SHS, 150 WADHAM STREET, PLYMOUTH, PA 18651, (570) 779-5361, ξξ-ξξLUZERNE COUNTY COUNTY, Public,9,12,,,
421779002957, GARRISON MEMORIAL SCH, WEST VINE STREET, SHICKSHINNY, PA 18655, (570) 542-7001, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
421779002955, HUNLOCK CREEK SCH, 21 SUNSET LAKE RD, SHICKSHINNY, PA 18655, (570) 256-3649, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
421779002956, HUNTINGTON MILLS SCH, 417 SHICKSHINNY LAKE RD, SHICKSHINNY, PA 18655, (570) 864-3461, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
421779002958, NORTHWEST AREA HS, 243 THORNE HILL RD, SHICKSHINNY, PA 18655, (570) 542-4126, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,12,,,
421302002920, ROSS EL SCH, 5148 MAIN RD, SWEET VALLEY, PA 18656, (570) 477-5050, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422385006991, EVANS FALLS EL SCH, 2055 SR 29 SOUTH, TUNKHANNOCK, PA 18657, (570) 298-2195, ξξ-ξξWYOMING COUNTY COUNTY, Public, KG,4,,,
422385006396, ROSLUND EL SCH, 99 DIGGER DRIVE, TUNKHANNOCK, PA 18657, (570) 836-8243, ξξ-ξξWYOMING COUNTY COUNTY, Public, KG,4,,,
422385005271, TUNKHANNOCK HS, 120 W TIOGA ST, TUNKHANNOCK, PA 18657, (570) 836-8223, ξξ-ξξWYOMING COUNTY COUNTY, Public,9,12,,,
422385004536, TUNKHANNOCK MS, 200 FRANKLIN AVENUE, TUNKHANNOCK, PA 18657, (570) 836-8235, ξξ-ξξWYOMING COUNTY COUNTY, Public,5,8,,,
A0701909, ENDLESS MOUNTAINS CHRISTIAN ACADEMY, 135 W TIOGA ST, TUNKHANNOCK, PA 18657, (570) 836-8612, ξξ-ξξWYOMING COUNTY, Private, KG,12,,,
1194762, ST MICHAELS SCHOOL, PO BOX 370, TUNKHANNOCK, PA 18657, (570) 388-6155, ξξ-ξξWYOMING COUNTY, Private,4,12,,,
420993407195, YOUTH FORESTRY CAMP #2, HICKORY RUN STATE PARK, WHITE HAVEN, PA 18661, (570) 443-9524, ξξ-ξξCARBON COUNTY COUNTY, Public,7,12,,,
A0902701, ALL SAINTS EASTERN ORTHODOX SCHOOL, PO BOX 306, WHITE HAVEN, PA 18661, (570) 427-2127, ξξ-ξξCARBON COUNTY, Private,1,8,,,
422630003007, JAMES M COUGHLIN JSHS, 80 N WASHINGTON ST, WILKES BARRE, PA 18701, (570) 826-7201, ξξ-ξξLUZERNE COUNTY COUNTY, Public,9,12,,,
1195347, ST NICHOLAS-ST MARY'S SCHOOL, 242 S WASHINGTON ST, WILKES BARRE, PA 18701, (570) 823-8089, ξξ-ξξLUZERNE COUNTY, Private, KG,8,,,
420012600848, BEAR CREEK COMMUNITY CS, 2000 BEAR CREEK BLVD, WILKES-BARRE, PA 18702, (570) 820-4070, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,8,,,
422630002995, DODSON EL SCH, 80 JONES ST, WILKES BARRE, PA 18702, (570) 826-7185, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422630006924, DR DAVID W KISTLER EL SCH, 301 OLD RIVER RD, WILKES BARRE, PA 18702, (570) 826-7230, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422630003009, ELMER L MEYERS JSHS, 341 CAREY AVE, WILKES BARRE, PA 18702, (570) 826-7145, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,12,,,
422630003008, G A R MEMORIAL JSHS, GRANT & LEHIGH STREETS, WILKES-BARRE, PA 18702, (570) 826-7165, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,12,,,
422630006923, HEIGHTS/MURRAY EL SCH, 1 S SHERMAN ST, WILKES BARRE, PA 18702, (570) 826-7255, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
A0902734, BRIDGEVIEW SCHOOL, 335 S FRANKLIN ST, WILKES BARRE, PA 18702, (570) 825-6425, ξξ-ξξLUZERNE COUNTY, Private,5,11,,,
A0902921, HAPPY KIDS LEARNING CENTER DBC HAPPY DAYS INC, 116 DANA ST, WILKES BARRE, PA 18702, (570) 822-2444, ξξ-ξξLUZERNE COUNTY, Private, PK,KG,,,
K9305055, LITTLE PEOPLE DAYCARE SCHOOL SOUTH, 280 HANOVER ST, WILKES BARRE, PA 18702, (570) 824-4141, ξξ-ξξLUZERNE COUNTY, Private, PK,KG,,,
A9105827, MILFORD E BARNES JR SCHOOL, 335 S FRANKLIN ST, WILKES BARRE, PA 18702, (570) 825-6425, ξξ-ξξLUZERNE COUNTY, Private, KG,12,,,
A9106110, WILKES-BARRE ACADEMY, 20 STEVENS RD, WILKES BARRE, PA 18702, (570) 823-7574, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
422595006392, CHESTER STREET EL SCH, 110 EAST CHESTER STREET, KINGSTON, PA 18704, (570) 287-2438, ξξ-ξξLUZERNE COUNTY COUNTY, Public,1,5,,,
422595002878, DANA EL CTR, 50 DANA STREET, FORTY FORT, PA 18704, (570) 283-0591, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
422595002915, PRINGLE STREET EL SCH, 230 PRINGLE STREET, KINGSTON, PA 18704, (570) 287-5338, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
422595002917, SCHUYLER AVENUE EL SCH, 715 SCHUYLER AVENUE, KINGSTON, PA 18704, (570) 287-6041, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
422595006987, STATE EL CTR, 355 STATE STREET, LARKSVILLE, PA 18704, (570) 779-5381, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
422595002918, THIRD AVENUE EL SCH, REAR THIRD AVE & DAVIS ST, KINGSTON, PA 18704, (570) 288-2282, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,5,,,
422587005059, WEST SIDE CTC, 75 EVANS STREET, KINGSTON, PA 18704, (570) 288-8493, ξξ-ξξLUZERNE COUNTY COUNTY, Public,9,12,,,
422595006986, WYOMING VALLEY WEST MS, 201 CHESTER STREET, KINGSTON, PA 18704, (570) 287-2131, ξξ-ξξLUZERNE COUNTY COUNTY, Public,6,8,,,
A0108865, GENESIS SCHOOL, 562 WYOMING AVE, KINGSTON, PA 18704, (570) 552-3900, ξξ-ξξLUZERNE COUNTY, Private,1,12,,,
1195562, GOOD SHEPHERD ACADEMY, 316 N MAPLE AVE, KINGSTON, PA 18704, (570) 718-4724, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
A9105737, JENNY LYNN FERRARO ACADEMY, 131 E VAUGHN ST, KINGSTON, PA 18704, (570) 288-3808, ξξ-ξξLUZERNE COUNTY, Private, PK,KG,,,
K9305058, LITTLE PEOPLE DAYCARE SCHOOL, 154 3RD AVE, KINGSTON, PA 18704, (570) 288-4111, ξξ-ξξLUZERNE COUNTY, Private, PK,KG,,,
1197231, UNITED HEBREW INSTITUTE, 1 INSTITUTE LN, KINGSTON, PA 18704, (570) 287-9608, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
2054236, WYOMING SEMINARY LOWER SCHOOL, 1560 WYOMING AVE, FORTY FORT, PA 18704, (570) 718-6600, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
A9106131, WYOMING SEMINARY UPPER SCHOOL, 201 N SPRAGUE AVE, KINGSTON, PA 18704, (570) 270-2100, ξξ-ξξLUZERNE COUNTY, Private,9,12,,,
2054247, WYOMING VALLEY MONTESSORI SCHOOL, 851 W MARKET ST, KINGSTON, PA 18704, (570) 288-3708, ξξ-ξξLUZERNE COUNTY, Private, PK,6,,,
422630005152, DANIEL J FLOOD EL SCH, 565 N WASHINGTON ST, WILKES BARRE, PA 18705, (570) 826-7245, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422630000294, SOLOMON/PLAINS EL SCH, 41 ABBOTT ST, PLAINS, PA 18705, (570) 826-7222, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
422630000296, SOLOMON/PLAINS JHS, 43 ABBOTT ST, PLAINS, PA 18705, (570) 826-7224, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,8,,,
428030007077, WILKES-BARRE CTC, PO BOX 1699, WILKES-BARRE, PA 18705, (570) 822-4131, ξξ-ξξLUZERNE COUNTY COUNTY, Public,9,12,,,
421142002891, HANOVER AREA JSHS, 1600 SANS SOUCI PKWY, HANOVER TOWNSHIP, PA 18706, (570) 831-2300, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,12,,,
421142007205, HANOVER AREA MEMORIAL EL SCH, 80 W SAINT MARYS RD, HANOVER TOWNSHIP, PA 18706, (570) 822-5102, ξξ-ξξLUZERNE COUNTY COUNTY, Public,5,6,,,
421142002887, HANOVER GREEN EL SCH, 561 MAIN RD, HANOVER TOWNSHIP, PA 18706, (570) 824-3941, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,KG,,,
421142007271, LEE PARK EL SCH, 99 LEE PARK AVE, HANOVER TOWNSHIP, PA 18706, (570) 824-4741, ξξ-ξξLUZERNE COUNTY COUNTY, Public,1,2,,,
421142002889, LYNDWOOD EL SCH, FIRST AND COLLEY STREET, HANOVER TOWNSHIP, PA 18706, (570) 824-3732, ξξ-ξξLUZERNE COUNTY COUNTY, Public,3,4,,,
420546002860, CRESTWOOD HS, 281 S MOUNTAIN BLVD, MOUNTAIN TOP, PA 18707, (570) 474-6782, ξξ-ξξLUZERNE COUNTY COUNTY, Public,9,12,,,
420546000541, CRESTWOOD MS, 281 S MOUNTAIN BLVD, MOUNTAINTOP, PA 18707, (570) 474-6782, ξξ-ξξLUZERNE COUNTY COUNTY, Public,7,8,,,
420546002858, FAIRVIEW EL SCH, 117 SPRUCE STREET, MOUNTAINTOP, PA 18707, (570) 474-5942, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
420546005341, RICE EL SCH, 3700 CHURCH ROAD, MOUNTAIN TOP, PA 18707, (570) 868-3161, ξξ-ξξLUZERNE COUNTY COUNTY, Public, KG,6,,,
1603642, ST JUDE SCHOOL, 422 S MOUNTAIN BLVD, MOUNTAIN TOP, PA 18707, (570) 474-5803, ξξ-ξξLUZERNE COUNTY, Private, PK,8,,,
A9703111, WYOMING VALLEY SDA ELEMENTARY, 476 3RD ST, MOUNTAIN TOP, PA 18707, (570) 868-5958, ξξ-ξξLUZERNE COUNTY, Private, KG,8,,,
A0902909, GRAHAM ACADEMY, 469 MILLER ST, LUZERNE, PA 18709, (570) 283-0641, ξξ-ξξLUZERNE COUNTY, Private,1,6,,,
421581006421, LATHROP STREET EL SCH, 14 LATHROP ST, MONTROSE, PA 18801, (570) 278-0310, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public, KG,8,,,
421581004044, MONTROSE AREA JSHS, 50 HIGH SCHOOL RD, MONTROSE, PA 18801, (570) 278-3731, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,7,12,,,
420267000958, ATHENS AREA HS, 401 WEST FREDERICK STREET, ATHENS, PA 18810, (570) 888-7766, ξξ-ξξBRADFORD COUNTY COUNTY, Public,10,12,,,
420267000626, AUDRIELLE LYNCH-ELLEN BUSTIN EL SCH, 253 PENNSYLVANIA AVENUE, ATHENS, PA 18810, (570) 888-7766, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,5,,,
420267006732, HARLAN ROWE JHS, 116 W PINE ST SUITE 1, ATHENS, PA 18810, (570) 888-7766, ξξ-ξξBRADFORD COUNTY COUNTY, Public,8,9,,,
420915006417, ELK LAKE EL SCH, PO BOX 100, DIMOCK, PA 18816, (570) 278-1106, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public, KG,6,,,
420915006418, ELK LAKE JSHS, PO BOX 100, DIMOCK, PA 18816, (570) 278-1106, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,7,12,,,
420000307138, SUSQUEHANNA COUNTY CTC, PO BOX 100, DIMOCK, PA 18816, (570) 278-9229, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,10,12,,,
420267006362, HARRIET CHILD EL SCH, PO BOX 38, EAST SMITHFIELD, PA 18817, (570) 596-4244, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,5,,,
420267000811, S R U MS, P.O. BOX 38, EAST SMITHFIELD, PA 18817, (570) 596-3171, ξξ-ξξBRADFORD COUNTY COUNTY, Public,6,7,,,
421581005354, CHOCONUT VALLEY EL SCH, STANLEY LAKE ROAD, FRIENDSVILLE, PA 18818, (570) 553-2102, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public, KG,8,,,
421605009997, MOUNTAIN VIEW EL SCH, 11748 STATE ROUTE 106, KINGSLEY, PA 18826, (570) 434-2181, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public, KG,6,,,
421605004049, MOUNTAIN VIEW JSHS, 11749 STATE ROUTE 106, KINGSLEY, PA 18826, (570) 434-2501, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,7,12,,,
422670001002, NEW ALBANY EL SCH, RR 1 BOX 2A, NEW ALBANY, PA 18833, (570) 363-2165, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,6,,,
420390006891, BLUE RIDGE EL SCH, 5058 SCHOOL ROAD, NEW MILFORD, PA 18834, (570) 465-3141, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public, KG,5,,,
420390004034, BLUE RIDGE HS, 5058 SCHOOL ROAD, NEW MILFORD, PA 18834, (570) 465-3144, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,9,12,,,
420390000101, BLUE RIDGE MS, 5058 SCHOOL ROAD, NEW MILFORD, PA 18834, (570) 465-3177, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,6,8,,,
A9702887, FAITH MOUNTAIN CHRISTIAN ACADEMY, 19 WARD ST, NEW MILFORD, PA 18834, (570) 465-2220, ξξ-ξξSUSQUEHANNA COUNTY, Private, KG,8,,,
421746005209, NORTHEAST BRADFORD EL SCH, RR 1 BOX 211B, ROME, PA 18837, (570) 744-2521, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,6,,,
421746000964, NORTHEAST BRADFORD JSHS, RR 1 BOX 211B, ROME, PA 18837, (570) 744-2521, ξξ-ξξBRADFORD COUNTY COUNTY, Public,7,12,,,
422085004949, LITCHFIELD TWP EL SCH, RR 1 BOX 106A, SAYRE, PA 18840, (570) 888-7198, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,4,,,
422085000965, SAYRE AREA HS, 331 W LOCKHART ST, SAYRE, PA 18840, (570) 888-6622, ξξ-ξξBRADFORD COUNTY COUNTY, Public,7,12,,,
422085006713, SNYDER EL SCH, 130 WARREN ST, SAYRE, PA 18840, (570) 888-7742, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,6,,,
1195154, EPIPHANY SCHOOL, 627 STEVENSON ST, SAYRE, PA 18840, (570) 888-5802, ξξ-ξξBRADFORD COUNTY, Private, PK,8,,,
422298006885, SUSQUEHANNA COMMUNITY EL SCH, 3192 TURNPIKE ST, SUSQUEHANNA, PA 18847, (570) 853-4921, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public, KG,6,,,
422298004054, SUSQUEHANNA COMMUNITY JSHS, 3192 TURNPIKE ST, SUSQUEHANNA, PA 18847, (570) 853-4921, ξξ-ξξSUSQUEHANNA COUNTY COUNTY, Public,7,12,,,
422355004811, MORROW EL SCH, 101 NORTH FOURTH STREET, TOWANDA, PA 18848, (570) 265-4991, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,4,,,
428051007096, NORTHERN TIER CAREER CENTER, RR 1 BOX 157A, TOWANDA, PA 18848, (570) 265-8111, ξξ-ξξBRADFORD COUNTY COUNTY, Public,10,12,,,
422355000997, TOWANDA AREA EL SCH, 420 STATE ST, TOWANDA, PA 18848, (570) 265-6131, ξξ-ξξBRADFORD COUNTY COUNTY, Public,3,6,,,
422355005208, TOWANDA AREA JSHS, 1 HIGH SCHOOL DRIVE, TOWANDA, PA 18848, (570) 265-3690, ξξ-ξξBRADFORD COUNTY COUNTY, Public,7,12,,,
1195518, ST AGNES SCHOOL, 102 3RD ST, TOWANDA, PA 18848, (570) 265-6803, ξξ-ξξBRADFORD COUNTY, Private, PK,6,,,
420267000952, SHESHEQUIN-ULSTER EL SCH, SECOND STREET, ULSTER, PA 18850, (570) 358-3131, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,5,,,
A9105882, NORTH ROME CHRISTIAN SCHOOL, RR 1 BOX 190A, ULSTER, PA 18850, (570) 247-2800, ξξ-ξξBRADFORD COUNTY, Private, KG,12,,,
1906352, UNION VALLEY CHRISTIAN SCHOOL, RR 1 BOX 556, ULSTER, PA 18850, (570) 247-7470, ξξ-ξξBRADFORD COUNTY, Private,1,11,,,
422670001001, CAMPTOWN EL SCH, RR 1 BOX 41, WYALUSING, PA 18853, (570) 746-3018, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,6,,,
422670001003, WYALUSING EL SCH, 80 FIFTH STREET, WYALUSING, PA 18853, (570) 746-1206, ξξ-ξξBRADFORD COUNTY COUNTY, Public, KG,6,,,
422670001005, WYALUSING VALLEY JSHS, 11364 WYALUSING NEW ALBANY ROA, WYALUSING, PA 18853, (570) 746-1218, ξξ-ξξBRADFORD COUNTY COUNTY, Public,7,12,,,
420531001043, CENTRAL BUCKS HS-WEST, 375 W COURT ST, DOYLESTOWN, PA 18901, (267) 893-2500, ξξ-ξξBUCKS COUNTY COUNTY, Public,10,12,,,
420531004852, DOYLE EL SCH, 260 N WEST ST, DOYLESTOWN, PA 18901, (267) 893-4300, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531001047, KUTZ EL SCH, 1950 TURK ROAD RD 3, DOYLESTOWN, PA 18901, (267) 893-3900, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531001041, LENAPE MS, 313 W STATE ST, DOYLESTOWN, PA 18901, (267) 893-2800, ξξ-ξξBUCKS COUNTY COUNTY, Public,7,9,,,
420531001057, LINDEN EL SCH, 480 LINDEN AVE, DOYLESTOWN, PA 18901, (267) 893-4400, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531005306, PINE RUN EL SCH, 383 W BUTLER AVE, NEW BRITAIN, PA 18901, (267) 893-4450, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531000643, TOHICKON MS, 5051 OLD EASTON ROAD, DOYLESTOWN, PA 18901, (267) 893-3300, ξξ-ξξBUCKS COUNTY COUNTY, Public,7,9,,,
A0902693, A CHILDS WORLD, 2001 S EASTON RD, DOYLESTOWN, PA 18901, (215) 348-7200, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
K9305064, BUILDING BLOCKS LEARNING CENTER, 125 MECHANICS ST, DOYLESTOWN, PA 18901, (215) 348-0929, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
K9305066, CHILDREN'S VILLAGE AT DOYLESTOWN HOSPITAL, 595 W STATE ST, DOYLESTOWN, PA 18901, (215) 345-2678, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
A0302680, GOOD BEGINNINGS KINDERGARTEN, 311 W STATE ST, DOYLESTOWN, PA 18901, (215) 345-4210, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
A0503150, TEMPLE JUDEA, 300 E SWAMP RD, DOYLESTOWN, PA 18901, (215) 348-5022, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
A0108768, THE GODDARD SCHOOL, 100 FARM LN, DOYLESTOWN, PA 18901, (215) 345-4121, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
A0108869, THE GODDARD SCHOOL, 240 W SWAMP RD, DOYLESTOWN, PA 18901, (215) 230-9905, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
A0109081, WINDMILL DAY SCHOOL, 36 N CHAPMAN RD, DOYLESTOWN, PA 18901, (215) 348-2660, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
420531005133, CENTRAL BUCKS HS-EAST, 2804 HOLICONG RD, DOYLESTOWN, PA 18902, (267) 893-2300, ξξ-ξξBUCKS COUNTY COUNTY, Public,10,12,,,
420531000171, COLD SPRING EL SCH, 4150 DURHAM RD, DOYLESTOWN, PA 18902, (267) 893-3800, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531001048, GAYMAN EL SCH, 4440 POINT PLEASANT PIKE, DOYLESTOWN, PA 18902, (267) 893-4350, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531000539, GROVELAND EL SCH, 1100 NORTH EASTON ROAD, DOYLESTOWN, PA 18902, (267) 893-4600, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
420531005307, HOLICONG MS, 2900 HOLICONG RD, DOYLESTOWN, PA 18902, (267) 893-2700, ξξ-ξξBUCKS COUNTY COUNTY, Public,7,9,,,
K9305065, THE CURIOSITY SHOPPE, 4425 LANDISVILLE RD, DOYLESTOWN, PA 18902, (215) 348-8841, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
420531001044, BUCKINGHAM EL SCH, BOX 158 2414 DURHAM ROAD, BUCKINGHAM, PA 18912, (267) 893-4200, ξξ-ξξBUCKS COUNTY COUNTY, Public, KG,6,,,
K9500514, TIME FOR TOTS, PO BOX 518, BUCKINGHAM, PA 18912, (215) 794-7514, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
K9305068, TRINITY BUCKINGHAM NURSERY SCHOOL, PO BOX 387, BUCKINGHAM, PA 18912, (215) 794-5530, ξξ-ξξBUCKS COUNTY, Private, PK,KG,,,
